name,value,year,lastValue,rank
Lady Confort,89570.00,63,89570,37
Azaleia,81398.00,63,81398,38
Vanzetti,79384.00,63,79384,39
Merrell,73960.00,63,73960,40
Gola,71810.00,63,71810,41
Mistral,60910.00,63,60910,42
Lotto,50540.00,63,50540,43
Olympikus                 ,42390.00,63,42390,44
Leon,37100.00,63,37100,45
Frutillitas,34653.00,63,34653,46
Papasso,33094.00,63,33094,47
Grendha,22054.00,63,22054,48
SANJERIY,18930.00,63,18930,49
Ipanema,16421.00,63,16421,50
Veloz,10298.00,63,10298,51
Mel,7810.00,63,7810,52
Caterpillar,7670.00,63,7670,53
Via Uno,7560.00,63,7560,54
Dora,6989.00,63,6989,55
ZAXY,6930.00,63,6930,56
Spiderman,4692.00,63,4692,57
FF,2700.00,63,2700,58
Falatino,2600.00,63,2600,59
Millenium,2400.00,63,2400,60
Hello Kitty,2009.00,63,2009,61
Mormaii,1850.00,63,1850,62
Blanditos,1500.00,63,1500,63
MINI Miss Carol,1400.00,63,1400,64
Venus,1180.00,63,1180,65
Legitimo,700.00,63,700,66
Disponible,600.00,63,600,67
Angra,600.00,63,600,68
Varios_Saldos,450.00,63,450,69
Arye - Portter,300.00,63,300,70
FUNSA,54.90,63,54,9,71
Hot Wheels,-610.00,63,-610,72
{Sin Definir},-1259879.76,63,-1259879,76,73
Miss Carol,18111079.90,64,18111079,9,1
Topper,7463784.00,64,7463784,2
Reebok,6753257.00,64,6753257,3
Croco Kids,5435806.42,64,5435806,42,4
Puma,5269210.00,64,5269210,5
Clarks,4359592.60,64,4359592,6,6
PUSH,3861867.00,64,3861867,7
Adidas,3312738.00,64,3312738,8
A.Giannini,3151704.34,64,3151704,34,9
Camarao,3109541.30,64,3109541,3,10
DC,3090930.00,64,3090930,11
Freeway ,2549934.00,64,2549934,12
North Sails N+,2506395.30,64,2506395,3,13
Lombardino,2425700.00,64,2425700,14
Branch,2131096.18,64,2131096,18,15
Converse,2013590.00,64,2013590,16
Ortope,1792367.84,64,1792367,84,17
New Balance,1545870.00,64,1545870,18
Umbro,1415348.00,64,1415348,19
Bottero,1074596.58,64,1074596,58,20
Wassington   ,837242.00,64,837242,21
Pierre Cardin/Dali/Murakami,589964.00,64,589964,22
Gallarate,426540.00,64,426540,23
Trendy,308534.00,64,308534,24
Worker,226705.80,64,226705,8,25
Sumilon,215653.00,64,215653,26
Caterpillar,194290.00,64,194290,27
Crocs,181770.00,64,181770,28
Ador,178171.00,64,178171,29
Papasso,173839.00,64,173839,30
Merrell,139190.00,64,139190,31
Lady Confort,120770.00,64,120770,32
Pigalle ,111090.00,64,111090,33
Bibi,110631.00,64,110631,34
Havaianas,85890.00,64,85890,35
Cuerart                  ,79095.00,64,79095,36
Azaleia,74250.00,64,74250,37
Vanzetti,57589.00,64,57589,38
Gola,48010.00,64,48010,39
Hush Puppies,45520.00,64,45520,40
JanSport,41495.00,64,41495,41
Olympikus                 ,39490.00,64,39490,42
Goshik,34864.00,64,34864,43
Mistral,31650.00,64,31650,44
Frutillitas,19373.00,64,19373,45
Rider,14327.00,64,14327,46
Lotto,13980.00,64,13980,47
SANJERIY,10450.00,64,10450,48
Leon,7560.00,64,7560,49
Blanditos,7500.00,64,7500,50
Via Uno,7170.00,64,7170,51
Spiderman,5990.00,64,5990,52
Falatino,4200.00,64,4200,53
Mel,3200.00,64,3200,54
MINI Miss Carol,2400.00,64,2400,55
Ipanema,2308.00,64,2308,56
Veloz,2000.00,64,2000,57
ZAXY,1980.00,64,1980,58
FF,1500.00,64,1500,59
Grendha,980.00,64,980,60
Venus,960.00,64,960,61
Disponible,600.00,64,600,62
Arye - Portter,600.00,64,600,63
Varios_Saldos,149.00,64,149,64
Dora,0.00,64,0,65
{Sin Definir},-978263.70,64,-978263,7,66
Miss Carol,25109592.46,65,25109592,46,1
Reebok,8102741.00,65,8102741,2
Topper,8007587.07,65,8007587,07,3
Puma,6681356.00,65,6681356,4
Adidas,6439039.00,65,6439039,5
Croco Kids,5798244.02,65,5798244,02,6
A.Giannini,4568678.00,65,4568678,7
Bottero,4012353.08,65,4012353,08,8
PUSH,3979413.12,65,3979413,12,9
Clarks,3400289.50,65,3400289,5,10
Camarao,3166930.98,65,3166930,98,11
Freeway ,3039061.00,65,3039061,12
DC,2961570.00,65,2961570,13
Branch,2889896.72,65,2889896,72,14
Lombardino,2882000.00,65,2882000,15
North Sails N+,2311328.38,65,2311328,38,16
Converse,2039770.00,65,2039770,17
New Balance,1986440.00,65,1986440,18
Umbro,1520248.00,65,1520248,19
Ortope,1242116.68,65,1242116,68,20
Caterpillar,1064780.00,65,1064780,21
Wassington   ,933641.00,65,933641,22
Pierre Cardin/Dali/Murakami,585626.00,65,585626,23
Sumilon,458036.00,65,458036,24
Cuerart                  ,447979.00,65,447979,25
Merrell,412660.00,65,412660,26
Gallarate,406720.00,65,406720,27
Trendy,290888.00,65,290888,28
Papasso,276992.00,65,276992,29
Worker,232247.98,65,232247,98,30
Lady Confort,218600.00,65,218600,31
Ador,163291.00,65,163291,32
Pigalle ,101870.00,65,101870,33
Hush Puppies,99760.00,65,99760,34
Gola,99390.00,65,99390,35
Vanzetti,74872.00,65,74872,36
Azaleia,72270.00,65,72270,37
Bibi,67148.00,65,67148,38
Olympikus                 ,54000.00,65,54000,39
Mistral,33360.00,65,33360,40
JanSport,29720.00,65,29720,41
Crocs,27670.00,65,27670,42
Havaianas,25300.00,65,25300,43
Hello Kitty,21390.00,65,21390,44
Goshik,21114.00,65,21114,45
Frutillitas,15779.00,65,15779,46
Fujiwara,10700.87,65,10700,87,47
Blanditos,10500.00,65,10500,48
Lotto,10410.00,65,10410,49
Via Uno,8760.00,65,8760,50
Spiderman,7839.00,65,7839,51
Rider,5149.00,65,5149,52
SANJERIY,4980.00,65,4980,53
ZAXY,4950.00,65,4950,54
Leon,3680.00,65,3680,55
Mel,3200.00,65,3200,56
Mc Jason,1900.00,65,1900,57
Venus,1820.00,65,1820,58
Falatino,1800.00,65,1800,59
Veloz,1600.00,65,1600,60
Dora,1399.00,65,1399,61
MINI Miss Carol,1200.00,65,1200,62
Varios_Saldos,800.00,65,800,63
Ipanema,660.00,65,660,64
Arye - Portter,600.00,65,600,65
Rain Boot,600.00,65,600,66
{Sin Definir},-455141.29,65,-455141,29,67
Miss Carol,18429265.60,66,18429265,6,1
Adidas,8901452.00,66,8901452,2
Topper,8563927.99,66,8563927,99,3
Reebok,7424180.00,66,7424180,4
Puma,7272478.00,66,7272478,5
Croco Kids,5769323.00,66,5769323,6
PUSH,4165758.90,66,4165758,9,7
Freeway ,3984817.00,66,3984817,8
Camarao,3919556.72,66,3919556,72,9
Clarks,3503706.20,66,3503706,2,10
DC,3413710.00,66,3413710,11
Branch,3165445.52,66,3165445,52,12
A.Giannini,3122411.48,66,3122411,48,13
North Sails N+,2807677.54,66,2807677,54,14
Lombardino,2763400.00,66,2763400,15
Converse,2587390.00,66,2587390,16
New Balance,2081060.00,66,2081060,17
Bottero,1796706.90,66,1796706,9,18
Caterpillar,1725040.00,66,1725040,19
Umbro,1359962.00,66,1359962,20
Ortope,1089371.52,66,1089371,52,21
Wassington   ,1074906.00,66,1074906,22
Gallarate,584150.00,66,584150,23
Merrell,551640.00,66,551640,24
Papasso,347042.00,66,347042,25
Pierre Cardin/Dali/Murakami,329780.00,66,329780,26
Sumilon,282590.00,66,282590,27
Cuerart                  ,249020.00,66,249020,28
Ador,229589.00,66,229589,29
Trendy,168302.00,66,168302,30
Gola,152270.00,66,152270,31
Worker,150058.02,66,150058,02,32
Lady Confort,134050.00,66,134050,33
Hush Puppies,96010.00,66,96010,34
Pigalle ,81110.00,66,81110,35
Bibi,74058.00,66,74058,36
Vanzetti,45877.00,66,45877,37
Hello Kitty,40020.00,66,40020,38
Azaleia,27720.00,66,27720,39
JanSport,20550.00,66,20550,40
Goshik,20296.00,66,20296,41
Havaianas,19600.00,66,19600,42
Lotto,19410.00,66,19410,43
Mistral,18530.00,66,18530,44
Varios_Saldos,16999.00,66,16999,45
Olympikus                 ,16700.00,66,16700,46
Fujiwara,11435.35,66,11435,35,47
Frutillitas,11286.00,66,11286,48
SANJERIY,9950.00,66,9950,49
KristoBelga,9700.00,66,9700,50
Via Uno,8360.00,66,8360,51
Spiderman,5592.00,66,5592,52
Leon,5570.00,66,5570,53
Crocs,4470.00,66,4470,54
Dora,3848.00,66,3848,55
Veloz,3000.00,66,3000,56
Blanditos,3000.00,66,3000,57
ZAXY,2970.00,66,2970,58
Venus,2770.00,66,2770,59
Rider,1449.00,66,1449,60
MINI Miss Carol,1200.00,66,1200,61
Rain Boot,999.00,66,999,62
Mel,800.00,66,800,63
Futbol,500.00,66,500,64
Mc Jason,400.00,66,400,65
{Sin Definir},-261007.97,66,-261007,97,66
Miss Carol,11925544.50,67,11925544,5,1
Topper,8517953.00,67,8517953,2
Adidas,8055016.00,67,8055016,3
Reebok,6880508.00,67,6880508,4
Puma,6154256.00,67,6154256,5
Camarao,4428277.18,67,4428277,18,6
PUSH,4004729.12,67,4004729,12,7
Freeway ,3788377.00,67,3788377,8
North Sails N+,3738479.40,67,3738479,4,9
Croco Kids,3266986.78,67,3266986,78,10
Lombardino,2973900.00,67,2973900,11
Clarks,2869129.36,67,2869129,36,12
Converse,2500790.00,67,2500790,13
Branch,2468248.76,67,2468248,76,14
DC,2445520.00,67,2445520,15
New Balance,2428840.00,67,2428840,16
A.Giannini,2073318.22,67,2073318,22,17
Umbro,1442134.00,67,1442134,18
Caterpillar,1408100.00,67,1408100,19
Bottero,1179745.28,67,1179745,28,20
Wassington   ,958976.00,67,958976,21
Gallarate,724360.00,67,724360,22
Merrell,720110.00,67,720110,23
Ortope,713288.16,67,713288,16,24
Papasso,243380.00,67,243380,25
Pierre Cardin/Dali/Murakami,241599.00,67,241599,26
Sumilon,221060.00,67,221060,27
Cuerart                  ,182880.00,67,182880,28
Lady Confort,144800.00,67,144800,29
Gola,142820.00,67,142820,30
Trendy,129327.00,67,129327,31
Worker,125660.24,67,125660,24,32
Ador,104174.00,67,104174,33
Pigalle ,69330.00,67,69330,34
Hush Puppies,55700.00,67,55700,35
Vanzetti,55072.00,67,55072,36
Bibi,41838.00,67,41838,37
Azaleia,31680.00,67,31680,38
Havaianas,28770.00,67,28770,39
Hello Kitty,26660.00,67,26660,40
KristoBelga,25200.00,67,25200,41
JanSport,23555.00,67,23555,42
Mistral,20110.00,67,20110,43
Lotto,14660.00,67,14660,44
Varios_Saldos,14547.00,67,14547,45
Futbol,12570.00,67,12570,46
Frutillitas,8888.00,67,8888,47
Olympikus                 ,6900.00,67,6900,48
Goshik,5876.00,67,5876,49
Crocs,5160.00,67,5160,50
Rider,4130.00,67,4130,51
Blanditos,3000.00,67,3000,52
SANJERIY,2490.00,67,2490,53
Venus,2440.00,67,2440,54
Spiderman,2397.00,67,2397,55
Mc Jason,2100.00,67,2100,56
Falatino,2000.00,67,2000,57
FF,1990.00,67,1990,58
Via Uno,1990.00,67,1990,59
Veloz,1000.00,67,1000,60
Penalty,1000.00,67,1000,61
ZAXY,990.00,67,990,62
Mel,900.00,67,900,63
Dora,799.00,67,799,64
Ipanema,640.00,67,640,65
Arye - Portter,600.00,67,600,66
Rain Boot,350.00,67,350,67
MINI Miss Carol,300.00,67,300,68
Leon,300.00,67,300,69
Fujiwara,-554.48,67,-554,48,70
{Sin Definir},-17092.72,67,-17092,72,71
Miss Carol,9484938.06,68,9484938,06,1
Topper,8939349.04,68,8939349,04,2
Reebok,6618819.00,68,6618819,3
Adidas,6445645.00,68,6445645,4
Puma,5276483.00,68,5276483,5
PUSH,5099989.36,68,5099989,36,6
Camarao,4835762.18,68,4835762,18,7
North Sails N+,3512666.60,68,3512666,6,8
Converse,3325170.00,68,3325170,9
Freeway ,3193865.00,68,3193865,10
DC,2707030.00,68,2707030,11
Clarks,2601948.00,68,2601948,12
Lombardino,2029290.00,68,2029290,13
New Balance,1758160.00,68,1758160,14
A.Giannini,1621227.00,68,1621227,15
Croco Kids,1603945.76,68,1603945,76,16
Umbro,1282366.00,68,1282366,17
Bottero,1268948.40,68,1268948,4,18
Wassington   ,841528.00,68,841528,19
Ortope,758977.00,68,758977,20
Branch,743938.00,68,743938,21
Caterpillar,651730.00,68,651730,22
Gallarate,507610.00,68,507610,23
Merrell,507490.00,68,507490,24
Futbol,396050.00,68,396050,25
Pierre Cardin/Dali/Murakami,196750.00,68,196750,26
Gola,144100.00,68,144100,27
Havaianas,122490.00,68,122490,28
Cuerart                  ,116701.00,68,116701,29
Ador,94236.00,68,94236,30
Trendy,87408.00,68,87408,31
Pigalle ,84370.00,68,84370,32
Lady Confort,71770.00,68,71770,33
Sumilon,70994.00,68,70994,34
Worker,63276.83,68,63276,83,35
Papasso,62835.00,68,62835,36
Hush Puppies,42080.00,68,42080,37
KristoBelga,33500.00,68,33500,38
Lotto,33150.00,68,33150,39
Bibi,27577.00,68,27577,40
JanSport,26330.00,68,26330,41
Azaleia,21780.00,68,21780,42
Vanzetti,19996.00,68,19996,43
Goshik,16748.00,68,16748,44
Mistral,15420.00,68,15420,45
Hello Kitty,15390.00,68,15390,46
Crocs,15370.00,68,15370,47
Varios_Saldos,15334.00,68,15334,48
Benetton,15040.00,68,15040,49
SANJERIY,9460.00,68,9460,50
Via Uno,7730.00,68,7730,51
Olympikus                 ,7200.00,68,7200,52
Rider,7160.00,68,7160,53
Dora,6493.00,68,6493,54
Frutillitas,6491.00,68,6491,55
Fujiwara,4410.24,68,4410,24,56
Falatino,2500.00,68,2500,57
Mc Jason,2200.00,68,2200,58
Mel,1800.00,68,1800,59
Warrior,1590.00,68,1590,60
Blanditos,1500.00,68,1500,61
Veloz,1000.00,68,1000,62
Euro Jack,500.00,68,500,63
Grendha,490.00,68,490,64
Atma,5.24,68,5,24,65
{Sin Definir},-320630.66,68,-320630,66,66
Miss Carol,12437494.78,69,12437494,78,1
Topper,8927217.00,69,8927217,2
Adidas,7054843.00,69,7054843,3
Reebok,6133357.00,69,6133357,4
PUSH,5581350.24,69,5581350,24,5
Clarks,5566361.10,69,5566361,1,6
Puma,4619553.00,69,4619553,7
Freeway ,3794602.00,69,3794602,8
North Sails N+,3429513.68,69,3429513,68,9
Camarao,3094468.18,69,3094468,18,10
Converse,2415010.00,69,2415010,11
Ortope,2381483.70,69,2381483,7,12
Croco Kids,2268287.50,69,2268287,5,13
New Balance,2082470.00,69,2082470,14
Lombardino,1889600.00,69,1889600,15
DC,1759710.00,69,1759710,16
Bottero,1067230.00,69,1067230,17
A.Giannini,851325.52,69,851325,52,18
Wassington   ,831129.00,69,831129,19
Umbro,818193.00,69,818193,20
Gallarate,565660.00,69,565660,21
Merrell,545190.00,69,545190,22
Caterpillar,480410.00,69,480410,23
Crocs,456510.00,69,456510,24
Branch,354150.48,69,354150,48,25
Futbol,203220.00,69,203220,26
Havaianas,188236.00,69,188236,27
Cuerart                  ,137942.00,69,137942,28
Pierre Cardin/Dali/Murakami,127140.00,69,127140,29
Gola,106370.00,69,106370,30
Ador,91960.00,69,91960,31
Lady Confort,84790.00,69,84790,32
Sumilon,83609.00,69,83609,33
Hush Puppies,79140.00,69,79140,34
Trendy,71240.00,69,71240,35
Pigalle ,68870.00,69,68870,36
Goshik,43164.00,69,43164,37
Lotto,40020.00,69,40020,38
Azaleia,34856.00,69,34856,39
Worker,33334.02,69,33334,02,40
JanSport,27370.00,69,27370,41
Bibi,24506.00,69,24506,42
Benetton,22880.00,69,22880,43
KristoBelga,20250.00,69,20250,44
Rider,14968.00,69,14968,45
Dora,12477.00,69,12477,46
Vanzetti,9097.00,69,9097,47
Mistral,8860.00,69,8860,48
Fujiwara,7876.17,69,7876,17,49
Varios_Saldos,7841.00,69,7841,50
Via Uno,7560.00,69,7560,51
Papasso,6388.00,69,6388,52
Olympikus                 ,5540.00,69,5540,53
Hello Kitty,4940.00,69,4940,54
Frutillitas,4794.00,69,4794,55
SANJERIY,3980.00,69,3980,56
Mel,3700.00,69,3700,57
Leon,3580.00,69,3580,58
Falatino,2600.00,69,2600,59
ZAXY,2000.00,69,2000,60
Ipanema,940.00,69,940,61
Spiderman,600.00,69,600,62
Blanditos,500.00,69,500,63
Veloz,500.00,69,500,64
Grendha,499.00,69,499,65
{Sin Definir},-462112.47,69,-462112,47,66
Miss Carol,14038499.46,70,14038499,46,1
Topper,8401108.00,70,8401108,2
Adidas,8332570.00,70,8332570,3
Clarks,6402052.88,70,6402052,88,4
Reebok,5945837.00,70,5945837,5
Puma,5454975.00,70,5454975,6
PUSH,4910136.32,70,4910136,32,7
Croco Kids,4255205.96,70,4255205,96,8
Freeway ,4213877.00,70,4213877,9
Bottero,4061377.66,70,4061377,66,10
North Sails N+,2804497.64,70,2804497,64,11
Camarao,2390290.12,70,2390290,12,12
New Balance,2358130.00,70,2358130,13
Crocs,2053540.00,70,2053540,14
Lombardino,1878500.00,70,1878500,15
A.Giannini,1806185.52,70,1806185,52,16
Havaianas,1783020.00,70,1783020,17
DC,1703800.00,70,1703800,18
Converse,1540780.00,70,1540780,19
Rider,1118569.00,70,1118569,20
Ortope,943319.64,70,943319,64,21
Wassington   ,888064.00,70,888064,22
Umbro,819156.00,70,819156,23
Ipanema,553947.00,70,553947,24
Gallarate,503320.00,70,503320,25
Cuerart                  ,335393.00,70,335393,26
Azaleia,301892.00,70,301892,27
Branch,292279.94,70,292279,94,28
Merrell,267280.00,70,267280,29
Caterpillar,204890.00,70,204890,30
Grendha,166777.00,70,166777,31
Disney,162080.00,70,162080,32
Pierre Cardin/Dali/Murakami,145739.00,70,145739,33
Futbol,117480.00,70,117480,34
Trendy,83118.00,70,83118,35
Worker,75720.84,70,75720,84,36
Lady Confort,71560.00,70,71560,37
Gola,69970.00,70,69970,38
Hot Wheels,69722.00,70,69722,39
Pigalle ,60610.00,70,60610,40
Sumilon,50358.00,70,50358,41
Hello Kitty,50298.00,70,50298,42
Bibi,45430.00,70,45430,43
Ador,40351.00,70,40351,44
Hush Puppies,35150.00,70,35150,45
Goshik,19622.00,70,19622,46
JanSport,19130.00,70,19130,47
Lotto,16560.00,70,16560,48
Benetton,16420.00,70,16420,49
Dora,15966.00,70,15966,50
SANJERIY,14940.00,70,14940,51
Mistral,11440.00,70,11440,52
KristoBelga,11350.00,70,11350,53
Mormaii,10892.00,70,10892,54
ZAXY,7200.00,70,7200,55
Spiderman,6097.00,70,6097,56
Frutillitas,6092.00,70,6092,57
Varios_Saldos,5944.00,70,5944,58
Vanzetti,5798.00,70,5798,59
Millenium,4800.00,70,4800,60
Via Uno,4760.00,70,4760,61
Fujiwara,4458.77,70,4458,77,62
Olympikus                 ,4350.00,70,4350,63
Mel,4100.00,70,4100,64
Papasso,1990.00,70,1990,65
Leon,1790.00,70,1790,66
Falatino,1200.00,70,1200,67
Penalty,1000.00,70,1000,68
Chiquillos,998.00,70,998,69
Ginga,897.00,70,897,70
Rain Boot,399.00,70,399,71
{Sin Definir},-487551.70,70,-487551,7,72
Miss Carol,14603696.36,71,14603696,36,1
Clarks,8306031.28,71,8306031,28,2
Topper,7299537.00,71,7299537,3
Adidas,6681631.00,71,6681631,4
Freeway ,6531899.00,71,6531899,5
Puma,5122260.00,71,5122260,6
Croco Kids,4879340.22,71,4879340,22,7
Reebok,4711280.00,71,4711280,8
PUSH,3955898.44,71,3955898,44,9
Crocs,3609330.00,71,3609330,10
Havaianas,2893753.00,71,2893753,11
Lombardino,2804090.00,71,2804090,12
North Sails N+,2646742.10,71,2646742,1,13
Camarao,2530403.38,71,2530403,38,14
Rider,2508937.00,71,2508937,15
Converse,2437770.00,71,2437770,16
New Balance,2353890.00,71,2353890,17
A.Giannini,1955278.20,71,1955278,2,18
Bottero,1789061.70,71,1789061,7,19
DC,1467330.00,71,1467330,20
Ipanema,1090714.00,71,1090714,21
Wassington   ,980591.00,71,980591,22
Ortope,842109.18,71,842109,18,23
Umbro,805801.00,71,805801,24
Caterpillar,693290.00,71,693290,25
Gallarate,576480.00,71,576480,26
Azaleia,549029.00,71,549029,27
Merrell,352660.00,71,352660,28
Grendha,327301.00,71,327301,29
Branch,302947.84,71,302947,84,30
Cuerart                  ,241401.00,71,241401,31
Pierre Cardin/Dali/Murakami,186089.00,71,186089,32
Disney,144958.00,71,144958,33
Hot Wheels,131933.00,71,131933,34
Gola,124700.00,71,124700,35
Trendy,123765.00,71,123765,36
Hello Kitty,94180.00,71,94180,37
Lady Confort,68500.00,71,68500,38
Worker,65475.05,71,65475,05,39
Futbol,62300.00,71,62300,40
Ador,43590.00,71,43590,41
Pigalle ,31050.00,71,31050,42
Hush Puppies,29040.00,71,29040,43
Bibi,27974.00,71,27974,44
Sumilon,26654.00,71,26654,45
JanSport,16410.00,71,16410,46
Goshik,15566.00,71,15566,47
Mistral,15070.00,71,15070,48
Dora,13368.00,71,13368,49
Mormaii,11532.00,71,11532,50
Millenium,10200.00,71,10200,51
Spiderman,9895.00,71,9895,52
Lotto,8970.00,71,8970,53
Benetton,8050.00,71,8050,54
Mel,5000.00,71,5000,55
SANJERIY,4480.00,71,4480,56
Via Uno,3680.00,71,3680,57
Fujiwara,3663.44,71,3663,44,58
Angra,3000.00,71,3000,59
Frutillitas,2996.00,71,2996,60
Ginga,2990.00,71,2990,61
Olympikus                 ,2800.00,71,2800,62
Varios_Saldos,2797.00,71,2797,63
Vanzetti,2499.00,71,2499,64
Euro Jack,2199.00,71,2199,65
Leon,1790.00,71,1790,66
Veloz,1500.00,71,1500,67
Tiernitas,1200.00,71,1200,68
ZAXY,500.00,71,500,69
Venus,490.00,71,490,70
KristoBelga,450.00,71,450,71
Rain Boot,399.00,71,399,72
Atma,9.64,71,9,64,73
{Sin Definir},-511612.51,71,-511612,51,74
Miss Carol,31602826.16,72,31602826,16,1
Freeway ,13198271.00,72,13198271,2
Adidas,11462198.00,72,11462198,3
Topper,9422025.00,72,9422025,4
Puma,8813914.00,72,8813914,5
Clarks,7740589.00,72,7740589,6
Crocs,6904595.00,72,6904595,7
Havaianas,6579474.00,72,6579474,8
Croco Kids,6369165.64,72,6369165,64,9
Rider,6119594.00,72,6119594,10
Reebok,6011049.00,72,6011049,11
North Sails N+,5049088.16,72,5049088,16,12
Converse,4240540.00,72,4240540,13
PUSH,4224029.42,72,4224029,42,14
Lombardino,3860320.00,72,3860320,15
Camarao,3802561.26,72,3802561,26,16
A.Giannini,3017313.56,72,3017313,56,17
New Balance,2966060.00,72,2966060,18
DC,2629430.00,72,2629430,19
Ipanema,2347927.00,72,2347927,20
Bottero,1986142.70,72,1986142,7,21
Wassington   ,1588147.00,72,1588147,22
Umbro,1558728.00,72,1558728,23
Azaleia,1133173.00,72,1133173,24
Caterpillar,1108660.00,72,1108660,25
Ortope,826767.00,72,826767,26
Grendha,797267.00,72,797267,27
Cuerart                  ,748289.00,72,748289,28
Gallarate,633940.00,72,633940,29
Merrell,565550.00,72,565550,30
Branch,507952.62,72,507952,62,31
Pierre Cardin/Dali/Murakami,200449.00,72,200449,32
Gola,152450.00,72,152450,33
Hot Wheels,131483.00,72,131483,34
Trendy,130476.00,72,130476,35
Mistral,95000.00,72,95000,36
Futbol,73870.00,72,73870,37
Lady Confort,72700.00,72,72700,38
Hello Kitty,63169.00,72,63169,39
Hush Puppies,49300.00,72,49300,40
Disney,45968.00,72,45968,41
Worker,36683.00,72,36683,42
Ador,31260.00,72,31260,43
Dora,27135.00,72,27135,44
Goshik,24761.00,72,24761,45
Benetton,23060.00,72,23060,46
Pigalle ,21100.00,72,21100,47
Bibi,19711.00,72,19711,48
Sumilon,17778.00,72,17778,49
JanSport,15770.00,72,15770,50
Millenium,13900.00,72,13900,51
Spiderman,8691.00,72,8691,52
Mormaii,8498.00,72,8498,53
Lotto,7590.00,72,7590,54
Vanzetti,6993.00,72,6993,55
FF,5970.00,72,5970,56
Olympikus                 ,5550.00,72,5550,57
SANJERIY,3980.00,72,3980,58
Ginga,2691.00,72,2691,59
Tiernitas,2600.00,72,2600,60
Euro Jack,2300.00,72,2300,61
Varios_Saldos,1598.00,72,1598,62
Warrior,1590.00,72,1590,63
Cartago,1497.00,72,1497,64
Mel,1400.00,72,1400,65
Disponible,1000.00,72,1000,66
Frutillitas,699.00,72,699,67
Fujiwara,507.43,72,507,43,68
Veloz,500.00,72,500,69
Venus,470.00,72,470,70
Blanditos,400.00,72,400,71
Grendene,400.00,72,400,72
Via Uno,-990.00,72,-990,73
{Sin Definir},-225902.24,72,-225902,24,74
Miss Carol,10857407.22,73,10857407,22,1
Topper,6242922.00,73,6242922,2
Freeway ,5188424.00,73,5188424,3
Adidas,4834655.00,73,4834655,4
Puma,4351628.00,73,4351628,5
Clarks,4295764.48,73,4295764,48,6
Reebok,3987144.00,73,3987144,7
Crocs,3515740.00,73,3515740,8
Rider,3205242.00,73,3205242,9
Havaianas,3117571.00,73,3117571,10
PUSH,2513290.50,73,2513290,5,11
North Sails N+,2195936.88,73,2195936,88,12
Croco Kids,2170940.72,73,2170940,72,13
Lombardino,2139950.00,73,2139950,14
Converse,2083740.00,73,2083740,15
New Balance,1881540.00,73,1881540,16
Camarao,1793134.46,73,1793134,46,17
DC,1422830.00,73,1422830,18
Ipanema,1156781.00,73,1156781,19
A.Giannini,1120332.48,73,1120332,48,20
Bottero,990296.54,73,990296,54,21
Umbro,974625.00,73,974625,22
Caterpillar,798780.00,73,798780,23
Wassington   ,656794.00,73,656794,24
Azaleia,623321.00,73,623321,25
Merrell,498410.00,73,498410,26
Ortope,454031.00,73,454031,27
Grendha,435413.00,73,435413,28
Gallarate,257160.00,73,257160,29
Cuerart                  ,219870.00,73,219870,30
Branch,219147.00,73,219147,31
Pierre Cardin/Dali/Murakami,97500.00,73,97500,32
Trendy,73661.00,73,73661,33
Gola,69090.00,73,69090,34
Hush Puppies,47390.00,73,47390,35
Worker,40853.33,73,40853,33,36
Mistral,38000.00,73,38000,37
Lady Confort,35970.00,73,35970,38
Benetton,34990.00,73,34990,39
Ador,32640.00,73,32640,40
Futbol,30260.00,73,30260,41
Dora,19452.00,73,19452,42
Bibi,16104.00,73,16104,43
JanSport,15570.00,73,15570,44
Pigalle ,9350.00,73,9350,45
Sumilon,7895.00,73,7895,46
Hello Kitty,7101.00,73,7101,47
Goshik,7084.00,73,7084,48
Mormaii,5496.00,73,5496,49
Disney,4193.00,73,4193,50
Spiderman,3997.00,73,3997,51
Vanzetti,3698.00,73,3698,52
Hot Wheels,3594.00,73,3594,53
Millenium,3400.00,73,3400,54
Mel,2300.00,73,2300,55
Ginga,1794.00,73,1794,56
Olympikus                 ,1690.00,73,1690,57
Varios_Saldos,1499.00,73,1499,58
Lotto,1380.00,73,1380,59
Veloz,1000.00,73,1000,60
Fujiwara,900.86,73,900,86,61
SANJERIY,699.00,73,699,62
Via Uno,600.00,73,600,63
Euro Jack,599.00,73,599,64
Falatino,400.00,73,400,65
Grendene,400.00,73,400,66
Tiernitas,400.00,73,400,67
Bioconfort,300.00,73,300,68
Atma,8.00,73,8,69
Cartago,0.00,73,0,70
Disponible,-500.00,73,-500,71
{Sin Definir},-811378.43,73,-811378,43,72
Miss Carol,9121917.22,74,9121917,22,1
Topper,8516939.00,74,8516939,2
Reebok,5705920.00,74,5705920,3
PUSH,5661733.90,74,5661733,9,4
Puma,5098544.00,74,5098544,5
Adidas,5060187.00,74,5060187,6
Freeway ,3698184.00,74,3698184,7
Clarks,3488670.00,74,3488670,8
North Sails N+,2736485.02,74,2736485,02,9
Camarao,2555750.14,74,2555750,14,10
Converse,2523140.00,74,2523140,11
Lombardino,2100290.00,74,2100290,12
Crocs,1937510.00,74,1937510,13
Ortope,1702165.72,74,1702165,72,14
DC,1562220.00,74,1562220,15
Croco Kids,1539474.06,74,1539474,06,16
New Balance,1439060.00,74,1439060,17
