name,value,year,lastValue,rank
Freeway ,1722753.00,27,1722753,11
A.Giannini,1690786.46,27,1690786,46,12
Sumilon,1416137.18,27,1416137,18,13
New Balance,1355990.00,27,1355990,14
Olympikus                 ,1213453.00,27,1213453,15
Croco Kids,1065276.82,27,1065276,82,16
Lady Confort,964826.00,27,964826,17
Pigalle ,929660.00,27,929660,18
Goshik,663918.00,27,663918,19
Bibi,614300.00,27,614300,20
Havaianas,579148.00,27,579148,21
Umbro,556872.00,27,556872,22
Wassington   ,541792.00,27,541792,23
Vanzetti,491544.00,27,491544,24
Gallarate,483810.00,27,483810,25
Via Uno,445200.00,27,445200,26
Branch,395991.16,27,395991,16,27
Bottero,391240.00,27,391240,28
Rider,283845.00,27,283845,29
Cuerart                  ,155504.00,27,155504,30
Mistral,134650.00,27,134650,31
FF,121790.00,27,121790,32
Ipanema,92000.00,27,92000,33
Azaleia,90971.00,27,90971,34
{Sin Definir},88596.02,27,88596,02,35
Millenium,76059.00,27,76059,36
Hello Kitty,68605.00,27,68605,37
Varios_Saldos,43609.00,27,43609,38
Spiderman,34843.00,27,34843,39
Country Jack,29970.00,27,29970,40
MINI Miss Carol,25172.00,27,25172,41
Mormaii,22834.00,27,22834,42
Tiernitas,17556.00,27,17556,43
Falatino,17175.00,27,17175,44
Disponible,15400.00,27,15400,45
Angra,13373.00,27,13373,46
ZAXY,12060.00,27,12060,47
Ador,10889.78,27,10889,78,48
Euro Jack,8350.00,27,8350,49
Mc Jason,8293.00,27,8293,50
Papasso,7960.00,27,7960,51
Legitimo,6000.00,27,6000,52
Venus,3880.00,27,3880,53
Reef,3800.00,27,3800,54
Ginga,3289.00,27,3289,55
Country,3000.00,27,3000,56
Arye - Portter,2946.00,27,2946,57
Bioconfort,2700.00,27,2700,58
Rain Boot,2394.00,27,2394,59
SANJERIY,2100.00,27,2100,60
Crocs,1998.00,27,1998,61
Blanditos,1592.00,27,1592,62
Grendha,1245.00,27,1245,63
Hot Wheels,225.00,27,225,64
Grendene,200.00,27,200,65
Natalia K,200.00,27,200,66
Miss Carol,8381683.38,28,8381683,38,1
Topper,5698311.02,28,5698311,02,2
Reebok,5448343.00,28,5448343,3
PUSH,5077927.92,28,5077927,92,4
Puma,3820000.00,28,3820000,5
Camarao,3214722.46,28,3214722,46,6
Croco Kids,2035547.92,28,2035547,92,7
Converse,1947707.00,28,1947707,8
Lombardino,1703966.00,28,1703966,9
North Sails N+,1698276.56,28,1698276,56,10
A.Giannini,1633980.86,28,1633980,86,11
Freeway ,1526695.00,28,1526695,12
Adidas,1511853.00,28,1511853,13
New Balance,1429619.00,28,1429619,14
Lady Confort,1342371.00,28,1342371,15
Sumilon,1179989.00,28,1179989,16
Olympikus                 ,1139492.00,28,1139492,17
Branch,765990.12,28,765990,12,18
Umbro,756681.00,28,756681,19
Pigalle ,729660.00,28,729660,20
Bibi,622702.00,28,622702,21
Bottero,617790.00,28,617790,22
Wassington   ,571768.00,28,571768,23
Via Uno,437120.00,28,437120,24
Vanzetti,386943.00,28,386943,25
Gallarate,382740.00,28,382740,26
Goshik,238367.00,28,238367,27
Cuerart                  ,236944.00,28,236944,28
Merrell,199800.00,28,199800,29
Mistral,173300.00,28,173300,30
Havaianas,137122.00,28,137122,31
Hush Puppies,122500.00,28,122500,32
Papasso,97510.00,28,97510,33
Ador,83976.30,28,83976,3,34
FF,80720.00,28,80720,35
Varios_Saldos,64028.00,28,64028,36
Venus,60020.00,28,60020,37
Falatino,34980.00,28,34980,38
Rider,22975.00,28,22975,39
MINI Miss Carol,20677.00,28,20677,40
Veloz,20582.00,28,20582,41
Disponible,15600.00,28,15600,42
Tiernitas,10773.00,28,10773,43
Mc Jason,10583.00,28,10583,44
Ipanema,7215.00,28,7215,45
ZAXY,6960.00,28,6960,46
Legitimo,6000.00,28,6000,47
Hello Kitty,4218.00,28,4218,48
Country Jack,3996.00,28,3996,49
Mormaii,3587.00,28,3587,50
Azaleia,3399.00,28,3399,51
Bioconfort,3000.00,28,3000,52
Penalty,2980.00,28,2980,53
Arye - Portter,2497.00,28,2497,54
Rain Boot,2394.00,28,2394,55
Ginga,1794.00,28,1794,56
Euro Jack,1600.00,28,1600,57
Country,600.00,28,600,58
Angra,499.00,28,499,59
Annisa Group.,299.00,28,299,60
Crocs,200.00,28,200,61
Spiderman,101.00,28,101,62
Millenium,-599.00,28,-599,63
{Sin Definir},-915608.77,28,-915608,77,64
Miss Carol,10380476.14,29,10380476,14,1
Reebok,7367706.00,29,7367706,2
Topper,6309991.00,29,6309991,3
PUSH,5016964.12,29,5016964,12,4
Puma,3865792.00,29,3865792,5
Adidas,3037720.00,29,3037720,6
Camarao,2545805.18,29,2545805,18,7
Croco Kids,2357339.94,29,2357339,94,8
Lady Confort,2205326.00,29,2205326,9
A.Giannini,2116638.72,29,2116638,72,10
New Balance,1966900.00,29,1966900,11
Bottero,1964820.00,29,1964820,12
North Sails N+,1963462.94,29,1963462,94,13
Lombardino,1960451.00,29,1960451,14
Freeway ,1766001.00,29,1766001,15
Sumilon,1764263.80,29,1764263,8,16
Converse,1416439.00,29,1416439,17
Olympikus                 ,1252960.00,29,1252960,18
Bibi,937948.00,29,937948,19
Umbro,791899.00,29,791899,20
Branch,789165.74,29,789165,74,21
Wassington   ,698782.00,29,698782,22
Pigalle ,634350.00,29,634350,23
Ador,610772.20,29,610772,2,24
Vanzetti,573860.00,29,573860,25
Gallarate,504390.00,29,504390,26
Merrell,447250.00,29,447250,27
Hush Puppies,387910.00,29,387910,28
Via Uno,337600.00,29,337600,29
Cuerart                  ,310023.00,29,310023,30
Papasso,208860.00,29,208860,31
Goshik,176698.00,29,176698,32
Mistral,151320.00,29,151320,33
FF,94470.00,29,94470,34
Venus,49150.00,29,49150,35
Veloz,45454.00,29,45454,36
Falatino,37280.00,29,37280,37
Varios_Saldos,32060.00,29,32060,38
Havaianas,29648.00,29,29648,39
Tiernitas,25486.00,29,25486,40
Mc Jason,23173.00,29,23173,41
Disponible,14300.00,29,14300,42
ZAXY,10030.00,29,10030,43
Penalty,9910.00,29,9910,44
MINI Miss Carol,8990.00,29,8990,45
Legitimo,7000.00,29,7000,46
Rider,6421.00,29,6421,47
Country Jack,5985.00,29,5985,48
Democrata,4200.00,29,4200,49
Bioconfort,2800.00,29,2800,50
Euro Jack,2400.00,29,2400,51
Ipanema,1677.00,29,1677,52
Asics,1497.00,29,1497,53
Reef,1300.00,29,1300,54
Ginga,1196.00,29,1196,55
Arye - Portter,1098.00,29,1098,56
Rain Boot,898.00,29,898,57
Annisa Group.,600.00,29,600,58
Spiderman,598.00,29,598,59
Angra,499.00,29,499,60
Mormaii,420.00,29,420,61
G&F,300.00,29,300,62
Crocs,299.00,29,299,63
Aquarella,250.00,29,250,64
Kimika,250.00,29,250,65
Azaleia,110.00,29,110,66
{Sin Definir},-507236.17,29,-507236,17,67
Miss Carol,7500783.48,30,7500783,48,1
Reebok,6755470.00,30,6755470,2
Topper,6253783.00,30,6253783,3
Puma,5311426.00,30,5311426,4
PUSH,5029316.84,30,5029316,84,5
Adidas,4333040.00,30,4333040,6
Camarao,3152612.64,30,3152612,64,7
Lombardino,2526480.00,30,2526480,8
Freeway ,2216974.00,30,2216974,9
Branch,2200009.96,30,2200009,96,10
North Sails N+,2177739.06,30,2177739,06,11
Croco Kids,2057402.00,30,2057402,12
Lady Confort,1759780.00,30,1759780,13
Bottero,1714002.00,30,1714002,14
A.Giannini,1713988.74,30,1713988,74,15
New Balance,1603075.00,30,1603075,16
Converse,1448539.00,30,1448539,17
Olympikus                 ,1433195.00,30,1433195,18
Sumilon,1429202.00,30,1429202,19
Wassington   ,788811.00,30,788811,20
Bibi,770420.00,30,770420,21
Umbro,751987.00,30,751987,22
Merrell,686710.00,30,686710,23
Gallarate,579240.00,30,579240,24
Hush Puppies,431340.00,30,431340,25
Vanzetti,373605.00,30,373605,26
Pigalle ,371840.00,30,371840,27
Ador,339759.68,30,339759,68,28
Papasso,330249.00,30,330249,29
Mistral,277120.00,30,277120,30
Cuerart                  ,220018.00,30,220018,31
Via Uno,166994.00,30,166994,32
Goshik,129118.00,30,129118,33
FF,101250.00,30,101250,34
Venus,88970.00,30,88970,35
Veloz,52655.00,30,52655,36
Penalty,34700.00,30,34700,37
Mc Jason,33947.00,30,33947,38
Havaianas,27768.00,30,27768,39
Falatino,18500.00,30,18500,40
Tiernitas,15162.00,30,15162,41
Varios_Saldos,14350.00,30,14350,42
Disponible,8400.00,30,8400,43
MINI Miss Carol,7192.00,30,7192,44
Legitimo,5000.00,30,5000,45
Rider,2913.00,30,2913,46
Angra,2800.00,30,2800,47
ZAXY,2400.00,30,2400,48
Arye - Portter,2099.00,30,2099,49
Reef,1600.00,30,1600,50
Democrata,1600.00,30,1600,51
Trendy,1400.00,30,1400,52
Rain Boot,1399.00,30,1399,53
Euro Jack,1200.00,30,1200,54
Chiquillos,1200.00,30,1200,55
Ipanema,988.00,30,988,56
Country Jack,700.00,30,700,57
Crocs,598.00,30,598,58
Ginga,598.00,30,598,59
Futbol,500.00,30,500,60
Grendene,500.00,30,500,61
Azaleia,490.00,30,490,62
Caterpillar,400.00,30,400,63
Kimika,349.00,30,349,64
Mormaii,320.00,30,320,65
Spiderman,250.00,30,250,66
Hello Kitty,249.00,30,249,67
Aquarella,199.00,30,199,68
Disney,199.00,30,199,69
Retoric,100.00,30,100,70
Country,-300.00,30,-300,71
Millenium,-599.00,30,-599,72
{Sin Definir},-26121.48,30,-26121,48,73
Reebok,6138638.00,31,6138638,1
Topper,5713890.00,31,5713890,2
Miss Carol,5309310.98,31,5309310,98,3
Puma,5149877.00,31,5149877,4
Adidas,5138667.00,31,5138667,5
PUSH,4523020.62,31,4523020,62,6
Camarao,3252426.64,31,3252426,64,7
Lombardino,2526600.00,31,2526600,8
North Sails N+,2459846.80,31,2459846,8,9
Branch,2115585.80,31,2115585,8,10
Freeway ,2009923.00,31,2009923,11
New Balance,1665170.00,31,1665170,12
Converse,1609006.00,31,1609006,13
Lady Confort,1461721.00,31,1461721,14
Olympikus                 ,1457377.00,31,1457377,15
A.Giannini,1455481.64,31,1455481,64,16
Bottero,1291126.00,31,1291126,17
Croco Kids,1290086.72,31,1290086,72,18
Sumilon,941906.40,31,941906,4,19
Wassington   ,698912.00,31,698912,20
Gallarate,644210.00,31,644210,21
Bibi,611064.00,31,611064,22
Umbro,578469.00,31,578469,23
Merrell,502300.00,31,502300,24
Vanzetti,373790.00,31,373790,25
Ador,355719.46,31,355719,46,26
Papasso,352430.00,31,352430,27
Cuerart                  ,350933.00,31,350933,28
Pigalle ,339500.00,31,339500,29
Hush Puppies,313480.00,31,313480,30
Mistral,265360.00,31,265360,31
Dora,203329.00,31,203329,32
FF,155440.00,31,155440,33
Goshik,134056.00,31,134056,34
Via Uno,127810.00,31,127810,35
Frutillitas,108963.00,31,108963,36
{Sin Definir},84575.43,31,84575,43,37
Venus,48600.00,31,48600,38
Veloz,41266.00,31,41266,39
Penalty,28260.00,31,28260,40
Havaianas,26984.00,31,26984,41
Mc Jason,25871.00,31,25871,42
Varios_Saldos,12700.00,31,12700,43
Falatino,8300.00,31,8300,44
Tiernitas,6783.00,31,6783,45
Country Jack,6600.00,31,6600,46
Disponible,3700.00,31,3700,47
MINI Miss Carol,3598.00,31,3598,48
Futbol,3500.00,31,3500,49
Reef,3000.00,31,3000,50
Chiquillos,2600.00,31,2600,51
Angra,2500.00,31,2500,52
Rider,2087.00,31,2087,53
Legitimo,1700.00,31,1700,54
Euro Jack,1100.00,31,1100,55
Trendy,900.00,31,900,56
ZAXY,900.00,31,900,57
Arye - Portter,897.00,31,897,58
Country,500.00,31,500,59
Rain Boot,400.00,31,400,60
Bioconfort,300.00,31,300,61
Mormaii,299.00,31,299,62
Kimika,250.00,31,250,63
Hello Kitty,249.00,31,249,64
Crocs,200.00,31,200,65
Retoric,100.00,31,100,66
Topper,5127239.00,32,5127239,1
Miss Carol,4888731.74,32,4888731,74,2
PUSH,4797068.52,32,4797068,52,3
Adidas,4352342.00,32,4352342,4
Reebok,4269432.00,32,4269432,5
Puma,3946853.00,32,3946853,6
North Sails N+,3019608.30,32,3019608,3,7
Camarao,1971599.86,32,1971599,86,8
Lombardino,1726170.00,32,1726170,9
Converse,1691420.00,32,1691420,10
A.Giannini,1489922.88,32,1489922,88,11
Freeway ,1341754.00,32,1341754,12
Olympikus                 ,1273932.80,32,1273932,8,13
New Balance,1224338.00,32,1224338,14
Lady Confort,1045546.00,32,1045546,15
Branch,1005561.96,32,1005561,96,16
Croco Kids,898213.08,32,898213,08,17
Bottero,880870.00,32,880870,18
Umbro,728964.00,32,728964,19
Sumilon,665938.28,32,665938,28,20
Bibi,528718.00,32,528718,21
Wassington   ,493441.00,32,493441,22
Gallarate,455730.00,32,455730,23
Pigalle ,331130.00,32,331130,24
Merrell,275240.00,32,275240,25
Vanzetti,270430.00,32,270430,26
Dora,262682.08,32,262682,08,27
Cuerart                  ,256313.00,32,256313,28
Goshik,162068.00,32,162068,29
Frutillitas,159293.06,32,159293,06,30
Hush Puppies,156920.00,32,156920,31
Ador,154453.00,32,154453,32
Mistral,147330.00,32,147330,33
Via Uno,114430.00,32,114430,34
FF,89550.00,32,89550,35
Papasso,85570.00,32,85570,36
Penalty,34390.00,32,34390,37
{Sin Definir},26522.78,32,26522,78,38
Havaianas,26169.00,32,26169,39
Veloz,23980.00,32,23980,40
Venus,21430.00,32,21430,41
Mc Jason,11398.00,32,11398,42
Falatino,8900.00,32,8900,43
Varios_Saldos,8790.00,32,8790,44
MINI Miss Carol,8092.00,32,8092,45
Tiernitas,6384.00,32,6384,46
Legitimo,4300.00,32,4300,47
Disponible,3450.00,32,3450,48
ZAXY,3080.00,32,3080,49
Rider,2548.00,32,2548,50
Country Jack,2400.00,32,2400,51
Reef,1600.00,32,1600,52
Chiquillos,1000.00,32,1000,53
SANJERIY,1000.00,32,1000,54
Arye - Portter,899.00,32,899,55
Spiderman,798.00,32,798,56
Angra,700.00,32,700,57
Azaleia,500.00,32,500,58
Euro Jack,400.00,32,400,59
Caterpillar,400.00,32,400,60
Rain Boot,400.00,32,400,61
Aquarella,300.00,32,300,62
Annisa Group.,250.00,32,250,63
Retoric,200.00,32,200,64
Disney,199.00,32,199,65
PUSH,6733911.00,33,6733911,1
Miss Carol,5499230.26,33,5499230,26,2
Topper,5272758.00,33,5272758,3
Reebok,4731644.00,33,4731644,4
Puma,4293948.00,33,4293948,5
Adidas,3449940.00,33,3449940,6
Camarao,2923512.04,33,2923512,04,7
North Sails N+,2456749.92,33,2456749,92,8
Lombardino,2046103.00,33,2046103,9
Croco Kids,1977207.18,33,1977207,18,10
Freeway ,1802130.00,33,1802130,11
Converse,1779210.00,33,1779210,12
A.Giannini,1369611.56,33,1369611,56,13
New Balance,1339600.00,33,1339600,14
Olympikus                 ,1302348.00,33,1302348,15
Umbro,1157393.00,33,1157393,16
Lady Confort,755734.00,33,755734,17
Sumilon,599838.90,33,599838,9,18
Wassington   ,588945.00,33,588945,19
Branch,554066.48,33,554066,48,20
Bibi,455910.00,33,455910,21
Pigalle ,443169.00,33,443169,22
Gallarate,394090.00,33,394090,23
Bottero,341646.00,33,341646,24
Merrell,299330.00,33,299330,25
Vanzetti,277529.00,33,277529,26
Cuerart                  ,276141.00,33,276141,27
Dora,251126.14,33,251126,14,28
Frutillitas,220818.32,33,220818,32,29
Hush Puppies,212880.00,33,212880,30
Via Uno,207070.00,33,207070,31
Goshik,187560.00,33,187560,32
Havaianas,118999.00,33,118999,33
Mistral,107880.00,33,107880,34
FF,96230.00,33,96230,35
Spiderman,73749.58,33,73749,58,36
Penalty,65040.00,33,65040,37
Veloz,19794.00,33,19794,38
Ador,14371.00,33,14371,39
Millenium,14277.00,33,14277,40
Papasso,13930.00,33,13930,41
Rider,10469.00,33,10469,42
Varios_Saldos,9460.00,33,9460,43
MINI Miss Carol,8792.00,33,8792,44
Tiernitas,8280.00,33,8280,45
Legitimo,8000.00,33,8000,46
ZAXY,7960.00,33,7960,47
Falatino,7899.00,33,7899,48
Hello Kitty,7721.00,33,7721,49
Venus,7010.00,33,7010,50
Angra,6988.00,33,6988,51
Azaleia,5290.00,33,5290,52
Disponible,4400.00,33,4400,53
Mc Jason,4400.00,33,4400,54
Ipanema,3591.00,33,3591,55
Mormaii,3167.00,33,3167,56
Country Jack,2600.00,33,2600,57
Grendene,600.00,33,600,58
Blanditos,550.00,33,550,59
Chiquillos,400.00,33,400,60
Annisa Group.,299.00,33,299,61
Euro Jack,250.00,33,250,62
Aquarella,150.00,33,150,63
Hot Wheels,100.00,33,100,64
{Sin Definir},-178686.20,33,-178686,2,65
PUSH,8169907.84,34,8169907,84,1
Puma,6501412.00,34,6501412,2
Miss Carol,6377052.90,34,6377052,9,3
Topper,6069015.00,34,6069015,4
Reebok,5220105.00,34,5220105,5
Adidas,3505331.00,34,3505331,6
Freeway ,2525457.00,34,2525457,7
North Sails N+,2439770.78,34,2439770,78,8
Camarao,2394376.36,34,2394376,36,9
Converse,2355689.00,34,2355689,10
Croco Kids,2211741.36,34,2211741,36,11
Lombardino,2136930.00,34,2136930,12
A.Giannini,1463235.88,34,1463235,88,13
Olympikus                 ,1454632.00,34,1454632,14
New Balance,1453629.00,34,1453629,15
Umbro,1009982.00,34,1009982,16
Lady Confort,729260.00,34,729260,17
Bottero,717031.00,34,717031,18
Bibi,680980.00,34,680980,19
Wassington   ,666551.00,34,666551,20
Pigalle ,654910.00,34,654910,21
Merrell,599840.00,34,599840,22
Hush Puppies,526060.00,34,526060,23
Sumilon,510324.00,34,510324,24
Gallarate,429830.00,34,429830,25
Spiderman,413467.12,34,413467,12,26
Havaianas,389631.00,34,389631,27
Branch,328258.08,34,328258,08,28
Cuerart                  ,311559.00,34,311559,29
Goshik,300608.00,34,300608,30
Rider,238786.00,34,238786,31
Mistral,226770.00,34,226770,32
Frutillitas,220798.00,34,220798,33
Via Uno,204840.00,34,204840,34
Vanzetti,192511.00,34,192511,35
Dora,182899.34,34,182899,34,36
FF,141200.00,34,141200,37
Hello Kitty,82170.00,34,82170,38
Penalty,64820.00,34,64820,39
Ipanema,35942.00,34,35942,40
Azaleia,26487.00,34,26487,41
Millenium,24059.00,34,24059,42
Veloz,14188.00,34,14188,43
Mormaii,14132.00,34,14132,44
Falatino,13050.00,34,13050,45
Angra,9980.00,34,9980,46
MINI Miss Carol,8391.00,34,8391,47
Varios_Saldos,7749.00,34,7749,48
Legitimo,7000.00,34,7000,49
Venus,6020.00,34,6020,50
Cartago,5310.00,34,5310,51
Tiernitas,5187.00,34,5187,52
ZAXY,3980.00,34,3980,53
Mc Jason,3000.00,34,3000,54
Euro Jack,2500.00,34,2500,55
Hot Wheels,2250.00,34,2250,56
Papasso,1990.00,34,1990,57
Disponible,1700.00,34,1700,58
Blanditos,1600.00,34,1600,59
Grendha,1345.00,34,1345,60
Country Jack,1200.00,34,1200,61
Ginga,897.00,34,897,62
Reef,600.00,34,600,63
Crocs,598.00,34,598,64
Arye - Portter,450.00,34,450,65
Rain Boot,299.00,34,299,66
G&F,200.00,34,200,67
Aquarella,199.00,34,199,68
Barbie,150.00,34,150,69
Ador,-249.00,34,-249,70
{Sin Definir},-214215.86,34,-214215,86,71
Miss Carol,8809751.48,35,8809751,48,1
Puma,6671714.00,35,6671714,2
PUSH,6553540.40,35,6553540,4,3
Topper,5454355.00,35,5454355,4
Reebok,4743345.00,35,4743345,5
Freeway ,4271803.00,35,4271803,6
Adidas,3861860.00,35,3861860,7
Croco Kids,3242912.02,35,3242912,02,8
Lombardino,2720538.00,35,2720538,9
Havaianas,2628567.00,35,2628567,10
A.Giannini,2279183.50,35,2279183,5,11
Converse,2238980.00,35,2238980,12
North Sails N+,2094649.64,35,2094649,64,13
Rider,2000434.00,35,2000434,14
Camarao,1928221.88,35,1928221,88,15
New Balance,1272444.00,35,1272444,16
Olympikus                 ,1246285.00,35,1246285,17
Lady Confort,909624.00,35,909624,18
Bottero,874170.00,35,874170,19
Pigalle ,810340.00,35,810340,20
Hush Puppies,805570.00,35,805570,21
Wassington   ,769302.00,35,769302,22
Umbro,766281.00,35,766281,23
Gallarate,748000.00,35,748000,24
Merrell,648970.00,35,648970,25
Bibi,646600.00,35,646600,26
Spiderman,643168.28,35,643168,28,27
Cuerart                  ,462803.00,35,462803,28
Hello Kitty,433320.00,35,433320,29
Mistral,364630.00,35,364630,30
Ipanema,353295.00,35,353295,31
Branch,342439.60,35,342439,6,32
Sumilon,341852.10,35,341852,1,33
Goshik,331640.00,35,331640,34
Via Uno,173150.00,35,173150,35
Dora,149002.50,35,149002,5,36
Frutillitas,138111.00,35,138111,37
FF,137710.00,35,137710,38
Vanzetti,135830.00,35,135830,39
Azaleia,109999.00,35,109999,40
Millenium,97038.00,35,97038,41
Penalty,64920.00,35,64920,42
Cartago,52590.00,35,52590,43
Mormaii,51210.00,35,51210,44
Euro Jack,22700.00,35,22700,45
Grendha,18105.00,35,18105,46
Angra,14970.00,35,14970,47
Veloz,13889.00,35,13889,48
Falatino,10300.00,35,10300,49
Varios_Saldos,8800.00,35,8800,50
Tiernitas,8380.00,35,8380,51
Disney,7700.00,35,7700,52
MINI Miss Carol,7193.00,35,7193,53
Hot Wheels,4550.00,35,4550,54
Legitimo,4000.00,35,4000,55
ZAXY,1990.00,35,1990,56
Country Jack,1400.00,35,1400,57
Blanditos,1200.00,35,1200,58
Mc Jason,1000.00,35,1000,59
G&F,900.00,35,900,60
Ginga,900.00,35,900,61
FILA,650.00,35,650,62
Bioconfort,600.00,35,600,63
Disponible,600.00,35,600,64
Chiquillos,250.00,35,250,65
Grendene,200.00,35,200,66
Natalia K,200.00,35,200,67
Reef,200.00,35,200,68
Siboney,200.00,35,200,69
Aquarella,199.00,35,199,70
Euro Teens,100.00,35,100,71
Venus,-5550.00,35,-5550,72
{Sin Definir},-63303.44,35,-63303,44,73
Miss Carol,13939769.22,36,13939769,22,1
Puma,10851449.00,36,10851449,2
Freeway ,8393331.00,36,8393331,3
Topper,6837671.99,36,6837671,99,4
Havaianas,6625339.00,36,6625339,5
PUSH,6361298.66,36,6361298,66,6
Adidas,6292942.00,36,6292942,7
Reebok,5752387.00,36,5752387,8
Rider,5192697.00,36,5192697,9
Lombardino,4158590.00,36,4158590,10
Croco Kids,4039138.36,36,4039138,36,11
North Sails N+,3864700.76,36,3864700,76,12
A.Giannini,3658635.66,36,3658635,66,13
Converse,3589038.00,36,3589038,14
Camarao,3461691.82,36,3461691,82,15
New Balance,1805928.00,36,1805928,16
Olympikus                 ,1458243.00,36,1458243,17
Lady Confort,1239140.00,36,1239140,18
Mistral,1140060.00,36,1140060,19
Gallarate,1126530.00,36,1126530,20
Umbro,1000006.00,36,1000006,21
Ipanema,956890.00,36,956890,22
Wassington   ,901393.00,36,901393,23
Merrell,879570.00,36,879570,24
Bottero,874149.00,36,874149,25
Azaleia,809020.00,36,809020,26
Hush Puppies,706150.00,36,706150,27
Spiderman,633071.24,36,633071,24,28
Pigalle ,613290.00,36,613290,29
Bibi,605720.00,36,605720,30
Hello Kitty,504567.00,36,504567,31
Goshik,483130.00,36,483130,32
Cuerart                  ,414510.00,36,414510,33
Branch,406286.72,36,406286,72,34
Millenium,385291.00,36,385291,35
Grendha,383364.00,36,383364,36
Sumilon,304693.36,36,304693,36,37
Disney,242900.00,36,242900,38
{Sin Definir},240619.52,36,240619,52,39
Cartago,164020.00,36,164020,40
Dora,163571.00,36,163571,41
Penalty,127180.00,36,127180,42
Frutillitas,109548.00,36,109548,43
Via Uno,90270.00,36,90270,44
Vanzetti,88378.00,36,88378,45
Mormaii,79293.00,36,79293,46
FF,57710.00,36,57710,47
Varios_Saldos,32598.00,36,32598,48
MINI Miss Carol,23450.00,36,23450,49
Angra,20958.00,36,20958,50
Euro Jack,15900.00,36,15900,51
Tiernitas,13167.00,36,13167,52
Legitimo,11400.00,36,11400,53
Reef,9350.00,36,9350,54
Veloz,8393.00,36,8393,55
Falatino,7650.00,36,7650,56
Ginga,6599.00,36,6599,57
Blanditos,5000.00,36,5000,58
Hot Wheels,4300.00,36,4300,59
Mc Jason,3000.00,36,3000,60
Crocs,2598.00,36,2598,61
Venus,1620.00,36,1620,62
Disponible,1100.00,36,1100,63
Bioconfort,900.00,36,900,64
Grendene,600.00,36,600,65
Euro Teens,400.00,36,400,66
Ador,369.00,36,369,67
Kadú,250.00,36,250,68
Siboney,200.00,36,200,69
Aquarella,200.00,36,200,70
Natalia K,200.00,36,200,71
Sonho De Crianca,50.00,36,50,72
Miss Carol,5255162.02,37,5255162,02,1
Puma,4125734.00,37,4125734,2
Havaianas,3930788.00,37,3930788,3
Topper,3813445.00,37,3813445,4
Freeway ,3220522.00,37,3220522,5
Reebok,2904205.00,37,2904205,6
Adidas,2800890.00,37,2800890,7
PUSH,2584724.94,37,2584724,94,8
Rider,2154775.00,37,2154775,9
Lombardino,1753300.00,37,1753300,10
Converse,1688000.00,37,1688000,11
A.Giannini,1622092.98,37,1622092,98,12
North Sails N+,1567896.86,37,1567896,86,13
Croco Kids,1301874.34,37,1301874,34,14
Camarao,1135524.00,37,1135524,15
Ipanema,822716.00,37,822716,16
New Balance,809000.00,37,809000,17
Olympikus                 ,697646.00,37,697646,18
Lady Confort,620717.00,37,620717,19
Azaleia,607279.00,37,607279,20
Gallarate,554200.00,37,554200,21
Umbro,500967.00,37,500967,22
Bottero,447965.00,37,447965,23
Wassington   ,410041.00,37,410041,24
Mistral,369790.00,37,369790,25
Spiderman,314443.00,37,314443,26
Pigalle ,297330.00,37,297330,27
Cuerart                  ,275361.00,37,275361,28
Hello Kitty,264924.00,37,264924,29
Bibi,251490.00,37,251490,30
Merrell,241000.00,37,241000,31
Hush Puppies,195750.00,37,195750,32
Goshik,183570.00,37,183570,33
Branch,157544.12,37,157544,12,34
Grendha,124630.00,37,124630,35
Disney,119350.00,37,119350,36
Millenium,114327.00,37,114327,37
Sumilon,110686.00,37,110686,38
Cartago,86639.00,37,86639,39
Dora,85923.00,37,85923,40
Penalty,84710.00,37,84710,41
Via Uno,74610.00,37,74610,42
Frutillitas,68706.00,37,68706,43
Vanzetti,37684.00,37,37684,44
Mormaii,32843.00,37,32843,45
{Sin Definir},30621.19,37,30621,19,46
Varios_Saldos,28040.00,37,28040,47
FF,17910.00,37,17910,48
Angra,8982.00,37,8982,49
Euro Jack,7050.00,37,7050,50
Veloz,6395.00,37,6395,51
Tiernitas,5088.00,37,5088,52
MINI Miss Carol,4851.00,37,4851,53
Ginga,4200.00,37,4200,54
Legitimo,2800.00,37,2800,55
Falatino,2500.00,37,2500,56
Reef,1650.00,37,1650,57
ZAXY,1490.00,37,1490,58
Crocs,1200.00,37,1200,59
Kadú,1150.00,37,1150,60
Hot Wheels,900.00,37,900,61
Blanditos,600.00,37,600,62
Euro Teens,400.00,37,400,63
Sonho De Crianca,200.00,37,200,64
Leon,0.00,37,0,65
PUSH,5628494.52,38,5628494,52,1
Topper,5519000.00,38,5519000,2
Miss Carol,4889064.56,38,4889064,56,3
Puma,3970734.00,38,3970734,4
Reebok,3577198.00,38,3577198,5
Adidas,3034710.00,38,3034710,6
North Sails N+,2265068.72,38,2265068,72,7
Freeway ,2143009.00,38,2143009,8
Lombardino,2009160.00,38,2009160,9
Havaianas,1978542.00,38,1978542,10
Converse,1736330.00,38,1736330,11
A.Giannini,1368499.54,38,1368499,54,12
Camarao,1259323.48,38,1259323,48,13
Goshik,1061759.00,38,1061759,14
Rider,1013261.00,38,1013261,15
Croco Kids,973604.40,38,973604,4,16
New Balance,841510.00,38,841510,17
Umbro,787061.00,38,787061,18
Olympikus                 ,783086.00,38,783086,19
Gallarate,642360.00,38,642360,20
Sumilon,585151.90,38,585151,9,21
