name,value,year,lastValue,rank
Lady Confort,1067167.00,2011.8,1067167,20
Pigalle ,966230.00,2011.8,966230,21
Wassington   ,913138.00,2011.8,913138,22
Hush Puppies,886630.00,2011.8,886630,23
Bibi,828620.00,2011.8,828620,24
Merrell,790320.00,2011.8,790320,25
Gallarate,779670.00,2011.8,779670,26
Spiderman,660909.28,2011.8,660909,28,27
Cuerart                  ,537809.00,2011.8,537809,28
Sumilon,490039.10,2011.8,490039,1,29
Mistral,469400.00,2011.8,469400,30
Goshik,381588.00,2011.8,381588,31
Hello Kitty,363660.00,2011.8,363660,32
Branch,363394.04,2011.8,363394,04,33
Ipanema,237188.00,2011.8,237188,34
Via Uno,222660.00,2011.8,222660,35
Frutillitas,221552.62,2011.8,221552,62,36
Vanzetti,200069.00,2011.8,200069,37
Dora,192609.28,2011.8,192609,28,38
FF,171050.00,2011.8,171050,39
Penalty,85460.00,2011.8,85460,40
Millenium,71682.00,2011.8,71682,41
Azaleia,48050.00,2011.8,48050,42
Mormaii,45639.00,2011.8,45639,43
Cartago,44330.00,2011.8,44330,44
Euro Jack,19350.00,2011.8,19350,45
Falatino,17050.00,2011.8,17050,46
Angra,16966.00,2011.8,16966,47
Veloz,14488.00,2011.8,14488,48
Grendha,10309.00,2011.8,10309,49
Varios_Saldos,10100.00,2011.8,10100,50
MINI Miss Carol,9890.00,2011.8,9890,51
Legitimo,9000.00,2011.8,9000,52
Tiernitas,7183.00,2011.8,7183,53
ZAXY,5970.00,2011.8,5970,54
Hot Wheels,4400.00,2011.8,4400,55
Mc Jason,1800.00,2011.8,1800,56
Blanditos,1200.00,2011.8,1200,57
G&F,900.00,2011.8,900,58
FILA,650.00,2011.8,650,59
Disponible,600.00,2011.8,600,60
Ginga,599.00,2011.8,599,61
Arye - Portter,450.00,2011.8,450,62
Reef,400.00,2011.8,400,63
Aquarella,398.00,2011.8,398,64
Rain Boot,299.00,2011.8,299,65
Crocs,299.00,2011.8,299,66
Chiquillos,250.00,2011.8,250,67
Grendene,200.00,2011.8,200,68
Natalia K,200.00,2011.8,200,69
Siboney,200.00,2011.8,200,70
Venus,-5600.00,2011.8,-5600,71
{Sin Definir},-158306.18,2011.8,-158306,18,72
Miss Carol,14878476.60,2011.9,14878476,6,1
Puma,11097161.00,2011.9,11097161,2
Freeway ,8566361.00,2011.9,8566361,3
Topper,7145619.00,2011.9,7145619,4
PUSH,7065901.32,2011.9,7065901,32,5
Havaianas,6556970.00,2011.9,6556970,6
Adidas,6447524.00,2011.9,6447524,7
Reebok,5928997.00,2011.9,5928997,8
Rider,5382373.00,2011.9,5382373,9
Croco Kids,4703397.30,2011.9,4703397,3,10
Lombardino,4489650.00,2011.9,4489650,11
North Sails N+,3897264.16,2011.9,3897264,16,12
A.Giannini,3884964.10,2011.9,3884964,1,13
Converse,3588018.00,2011.9,3588018,14
Camarao,3422474.30,2011.9,3422474,3,15
New Balance,1824738.00,2011.9,1824738,16
Olympikus                 ,1507494.00,2011.9,1507494,17
Lady Confort,1274230.00,2011.9,1274230,18
Gallarate,1154240.00,2011.9,1154240,19
Umbro,1068257.00,2011.9,1068257,20
Mistral,1061540.00,2011.9,1061540,21
Wassington   ,982215.00,2011.9,982215,22
Merrell,955660.00,2011.9,955660,23
Bottero,951177.00,2011.9,951177,24
Ipanema,904925.00,2011.9,904925,25
Hush Puppies,830380.00,2011.9,830380,26
Spiderman,764311.00,2011.9,764311,27
Pigalle ,742640.00,2011.9,742640,28
Azaleia,723259.00,2011.9,723259,29
Bibi,717370.00,2011.9,717370,30
Hello Kitty,591918.00,2011.9,591918,31
Goshik,551780.00,2011.9,551780,32
Branch,473749.36,2011.9,473749,36,33
Cuerart                  ,457761.00,2011.9,457761,34
Sumilon,364993.36,2011.9,364993,36,35
Millenium,358354.00,2011.9,358354,36
Grendha,345987.00,2011.9,345987,37
{Sin Definir},291347.75,2011.9,291347,75,38
Disney,225400.00,2011.9,225400,39
Dora,180831.00,2011.9,180831,40
Cartago,156940.00,2011.9,156940,41
Via Uno,132030.00,2011.9,132030,42
Penalty,129590.00,2011.9,129590,43
Frutillitas,121532.00,2011.9,121532,44
Vanzetti,109631.00,2011.9,109631,45
Mormaii,86319.00,2011.9,86319,46
FF,85570.00,2011.9,85570,47
Euro Jack,20700.00,2011.9,20700,48
MINI Miss Carol,20649.00,2011.9,20649,49
Angra,20459.00,2011.9,20459,50
Varios_Saldos,17999.00,2011.9,17999,51
Veloz,14888.00,2011.9,14888,52
Tiernitas,13965.00,2011.9,13965,53
Legitimo,10000.00,2011.9,10000,54
Reef,8600.00,2011.9,8600,55
Falatino,7050.00,2011.9,7050,56
Ginga,6399.00,2011.9,6399,57
Hot Wheels,5500.00,2011.9,5500,58
Blanditos,5000.00,2011.9,5000,59
Mc Jason,4000.00,2011.9,4000,60
Crocs,2098.00,2011.9,2098,61
Bioconfort,1500.00,2011.9,1500,62
Country Jack,1400.00,2011.9,1400,63
Euro Teens,500.00,2011.9,500,64
Venus,440.00,2011.9,440,65
Grendene,400.00,2011.9,400,66
Ador,369.00,2011.9,369,67
Siboney,200.00,2011.9,200,68
G&F,200.00,2011.9,200,69
Natalia K,200.00,2011.9,200,70
