name,value,year,lastValue,rank
Country Jack,6993.00,2010.8,6993,53
Mc Jason,6689.00,2010.8,6689,54
Bioconfort,4797.00,2010.8,4797,55
Euro Teens,4100.00,2010.8,4100,56
Hot Wheels,3120.00,2010.8,3120,57
Grendene,2700.00,2010.8,2700,58
SANJERIY,2599.00,2010.8,2599,59
Legitimo,2090.00,2010.8,2090,60
ZAXY,1590.00,2010.8,1590,61
Venus,1470.00,2010.8,1470,62
Ador,1166.00,2010.8,1166,63
G&F,1100.00,2010.8,1100,64
Natalia K,800.00,2010.8,800,65
Chiquillos,500.00,2010.8,500,66
Indian Red,500.00,2010.8,500,67
Rain Boot,399.00,2010.8,399,68
Aquarella,300.00,2010.8,300,69
Retoric,200.00,2010.8,200,70
Antonielle,200.00,2010.8,200,71
Miss Carol,8662765.82,2010.9,8662765,82,1
Reebok,7355729.00,2010.9,7355729,2
Topper,7250624.00,2010.9,7250624,3
Freeway ,6976593.00,2010.9,6976593,4
PUSH,6381510.32,2010.9,6381510,32,5
Puma,6362753.00,2010.9,6362753,6
A.Giannini,5811303.00,2010.9,5811303,7
Havaianas,5784180.00,2010.9,5784180,8
Adidas,5069544.00,2010.9,5069544,9
Rider,4599944.00,2010.9,4599944,10
Lombardino,4349261.00,2010.9,4349261,11
Camarao,4228289.74,2010.9,4228289,74,12
Croco Kids,4204743.70,2010.9,4204743,7,13
North Sails N+,3893978.76,2010.9,3893978,76,14
Converse,3338670.00,2010.9,3338670,15
New Balance,2506902.00,2010.9,2506902,16
Bottero,2126650.00,2010.9,2126650,17
Lady Confort,1681490.00,2010.9,1681490,18
Olympikus                 ,1419496.00,2010.9,1419496,19
Azaleia,1416276.00,2010.9,1416276,20
Sumilon,1251233.72,2010.9,1251233,72,21
Pigalle ,1250711.00,2010.9,1250711,22
Ipanema,1038281.00,2010.9,1038281,23
Umbro,978263.00,2010.9,978263,24
Gallarate,902370.00,2010.9,902370,25
Branch,861939.44,2010.9,861939,44,26
Hello Kitty,852852.00,2010.9,852852,27
Mistral,696570.00,2010.9,696570,28
Mormaii,645164.00,2010.9,645164,29
Goshik,632538.00,2010.9,632538,30
Spiderman,607806.00,2010.9,607806,31
Wassington   ,606478.00,2010.9,606478,32
Bibi,538510.00,2010.9,538510,33
Millenium,442320.00,2010.9,442320,34
Cuerart                  ,438336.00,2010.9,438336,35
Via Uno,199790.00,2010.9,199790,36
FF,132150.00,2010.9,132150,37
{Sin Definir},117899.63,2010.9,117899,63,38
Euro Jack,99930.00,2010.9,99930,39
Angra,95590.00,2010.9,95590,40
Vanzetti,94022.00,2010.9,94022,41
Reef,87690.00,2010.9,87690,42
Tiernitas,69943.00,2010.9,69943,43
Grendha,63517.00,2010.9,63517,44
Falatino,41969.00,2010.9,41969,45
Disponible,37100.00,2010.9,37100,46
Varios_Saldos,24980.00,2010.9,24980,47
MINI Miss Carol,23175.00,2010.9,23175,48
Ginga,19936.00,2010.9,19936,49
Blanditos,18538.00,2010.9,18538,50
Crocs,15975.00,2010.9,15975,51
SANJERIY,10898.00,2010.9,10898,52
ZAXY,10740.00,2010.9,10740,53
Country Jack,7992.00,2010.9,7992,54
Legitimo,5480.00,2010.9,5480,55
Mc Jason,3398.00,2010.9,3398,56
Hot Wheels,3360.00,2010.9,3360,57
Grendene,2700.00,2010.9,2700,58
Euro Teens,1850.00,2010.9,1850,59
Democrata,1700.00,2010.9,1700,60
Bioconfort,1700.00,2010.9,1700,61
Venus,1470.00,2010.9,1470,62
Kadú,1000.00,2010.9,1000,63
G&F,1000.00,2010.9,1000,64
Country,900.00,2010.9,900,65
Cartago,850.00,2010.9,850,66
FILA,650.00,2010.9,650,67
Aquarella,549.00,2010.9,549,68
Luocheng,200.00,2010.9,200,69
Natalia K,200.00,2010.9,200,70
Barbie,100.00,2010.9,100,71
Indian Red,-100.00,2010.9,-100,72
Ador,-299.00,2010.9,-299,73
Topper,8308852.00,2011.1,8308852,1
PUSH,7000324.80,2011.1,7000324,8,2
Reebok,5893271.00,2011.1,5893271,3
Puma,5512167.00,2011.1,5512167,4
Miss Carol,4157703.94,2011.1,4157703,94,5
Converse,2822838.00,2011.1,2822838,6
North Sails N+,2648114.80,2011.1,2648114,8,7
Adidas,2445119.00,2011.1,2445119,8
Lombardino,2183492.00,2011.1,2183492,9
Freeway ,2118709.00,2011.1,2118709,10
Camarao,2099713.00,2011.1,2099713,11
A.Giannini,1937942.02,2011.1,1937942,02,12
New Balance,1518839.00,2011.1,1518839,13
Sumilon,1392189.80,2011.1,1392189,8,14
Goshik,1287971.00,2011.1,1287971,15
Olympikus                 ,1268379.00,2011.1,1268379,16
Havaianas,1265371.00,2011.1,1265371,17
Rider,840163.00,2011.1,840163,18
Lady Confort,824732.00,2011.1,824732,19
Pigalle ,808430.00,2011.1,808430,20
Bibi,767141.00,2011.1,767141,21
Croco Kids,721404.46,2011.1,721404,46,22
Umbro,708847.00,2011.1,708847,23
Bottero,660501.00,2011.1,660501,24
Wassington   ,557242.00,2011.1,557242,25
Gallarate,500650.00,2011.1,500650,26
Vanzetti,402020.00,2011.1,402020,27
Branch,372781.08,2011.1,372781,08,28
Ipanema,345577.00,2011.1,345577,29
Via Uno,343650.00,2011.1,343650,30
Azaleia,306809.00,2011.1,306809,31
Hello Kitty,270977.00,2011.1,270977,32
Cuerart                  ,231100.00,2011.1,231100,33
Mistral,217370.00,2011.1,217370,34
Millenium,189846.00,2011.1,189846,35
FF,121390.00,2011.1,121390,36
Spiderman,116589.00,2011.1,116589,37
Mormaii,80524.00,2011.1,80524,38
MINI Miss Carol,58335.00,2011.1,58335,39
Angra,43812.00,2011.1,43812,40
Country Jack,37962.00,2011.1,37962,41
Tiernitas,25536.00,2011.1,25536,42
Euro Jack,23700.00,2011.1,23700,43
Falatino,17382.00,2011.1,17382,44
Disponible,15800.00,2011.1,15800,45
Reef,13240.00,2011.1,13240,46
{Sin Definir},8500.41,2011.1,8500,41,47
Legitimo,8490.00,2011.1,8490,48
Varios_Saldos,8450.00,2011.1,8450,49
Grendha,8192.00,2011.1,8192,50
Blanditos,7960.00,2011.1,7960,51
Ginga,5980.00,2011.1,5980,52
Ador,5788.92,2011.1,5788,92,53
Country,3900.00,2011.1,3900,54
Mc Jason,3897.00,2011.1,3897,55
Crocs,3597.00,2011.1,3597,56
ZAXY,3080.00,2011.1,3080,57
SANJERIY,2100.00,2011.1,2100,58
Venus,1960.00,2011.1,1960,59
Rain Boot,798.00,2011.1,798,60
Hot Wheels,780.00,2011.1,780,61
Bioconfort,600.00,2011.1,600,62
Grendene,600.00,2011.1,600,63
Arye - Portter,399.00,2011.1,399,64
Annisa Group.,299.00,2011.1,299,65
Natalia K,100.00,2011.1,100,66
Kadú,100.00,2011.1,100,67
Miss Carol,1767415.40,2011.10,1767415,4,1
Puma,1303915.00,2011.10,1303915,2
Havaianas,1107559.00,2011.10,1107559,3
Freeway ,1080205.00,2011.10,1080205,4
Topper,841782.99,2011.10,841782,99,5
Adidas,765628.00,2011.10,765628,6
Reebok,744550.00,2011.10,744550,7
PUSH,671494.20,2011.10,671494,2,8
Rider,666318.00,2011.10,666318,9
Converse,482400.00,2011.10,482400,10
North Sails N+,476590.14,2011.10,476590,14,11
A.Giannini,467540.22,2011.10,467540,22,12
Camarao,452399.00,2011.10,452399,13
Lombardino,440280.00,2011.10,440280,14
Croco Kids,348633.66,2011.10,348633,66,15
New Balance,237220.00,2011.10,237220,16
Olympikus                 ,201956.00,2011.10,201956,17
Lady Confort,198559.00,2011.10,198559,18
Ipanema,193340.00,2011.10,193340,19
Azaleia,160380.00,2011.10,160380,20
Mistral,159230.00,2011.10,159230,21
Bottero,125149.00,2011.10,125149,22
Gallarate,122590.00,2011.10,122590,23
Wassington   ,110185.00,2011.10,110185,24
Umbro,106335.00,2011.10,106335,25
Merrell,76610.00,2011.10,76610,26
Hush Puppies,74810.00,2011.10,74810,27
Spiderman,67523.24,2011.10,67523,24,28
Millenium,67467.00,2011.10,67467,29
Pigalle ,66550.00,2011.10,66550,30
Hello Kitty,54895.00,2011.10,54895,31
Cuerart                  ,54201.00,2011.10,54201,32
Grendha,46518.00,2011.10,46518,33
Bibi,45800.00,2011.10,45800,34
Branch,44888.00,2011.10,44888,35
Goshik,30820.00,2011.10,30820,36
Disney,25200.00,2011.10,25200,37
Cartago,20650.00,2011.10,20650,38
Varios_Saldos,18599.00,2011.10,18599,39
Sumilon,18555.00,2011.10,18555,40
Dora,15865.00,2011.10,15865,41
Penalty,14660.00,2011.10,14660,42
Frutillitas,13781.00,2011.10,13781,43
Mormaii,9309.00,2011.10,9309,44
Vanzetti,8585.00,2011.10,8585,45
Via Uno,7760.00,2011.10,7760,46
Angra,3992.00,2011.10,3992,47
FF,3980.00,2011.10,3980,48
MINI Miss Carol,3700.00,2011.10,3700,49
Tiernitas,2793.00,2011.10,2793,50
Legitimo,2400.00,2011.10,2400,51
Falatino,1600.00,2011.10,1600,52
Disponible,1100.00,2011.10,1100,53
Euro Jack,1050.00,2011.10,1050,54
Ginga,800.00,2011.10,800,55
Reef,750.00,2011.10,750,56
Blanditos,600.00,2011.10,600,57
Venus,540.00,2011.10,540,58
Crocs,500.00,2011.10,500,59
Kadú,250.00,2011.10,250,60
Aquarella,200.00,2011.10,200,61
Grendene,200.00,2011.10,200,62
Hot Wheels,150.00,2011.10,150,63
Sonho De Crianca,50.00,2011.10,50,64
Mc Jason,0.00,2011.10,0,65
Bioconfort,0.00,2011.10,0,66
{Sin Definir},-62821.73,2011.10,-62821,73,67
Miss Carol,8531054.48,2011.2,8531054,48,1
Topper,7084646.02,2011.2,7084646,02,2
PUSH,6883348.28,2011.2,6883348,28,3
Reebok,6550753.00,2011.2,6550753,4
Puma,5082405.00,2011.2,5082405,5
Camarao,3674728.92,2011.2,3674728,92,6
Converse,2655958.00,2011.2,2655958,7
North Sails N+,2292607.30,2011.2,2292607,3,8
Lombardino,2225606.00,2011.2,2225606,9
A.Giannini,2094513.10,2011.2,2094513,1,10
Croco Kids,1936739.80,2011.2,1936739,8,11
Adidas,1908587.00,2011.2,1908587,12
Freeway ,1881324.00,2011.2,1881324,13
Sumilon,1558868.10,2011.2,1558868,1,14
New Balance,1537420.00,2011.2,1537420,15
Lady Confort,1445111.00,2011.2,1445111,16
Olympikus                 ,1424924.00,2011.2,1424924,17
Pigalle ,1088040.00,2011.2,1088040,18
Umbro,704832.00,2011.2,704832,19
Branch,663096.16,2011.2,663096,16,20
Bibi,645204.00,2011.2,645204,21
Wassington   ,644259.00,2011.2,644259,22
Via Uno,601480.00,2011.2,601480,23
Bottero,527120.00,2011.2,527120,24
Vanzetti,505109.00,2011.2,505109,25
Gallarate,477030.00,2011.2,477030,26
Goshik,409239.00,2011.2,409239,27
Havaianas,280486.00,2011.2,280486,28
Cuerart                  ,186410.00,2011.2,186410,29
Mistral,167520.00,2011.2,167520,30
FF,115010.00,2011.2,115010,31
Varios_Saldos,79628.00,2011.2,79628,32
Rider,74012.00,2011.2,74012,33
Merrell,51300.00,2011.2,51300,34
Papasso,49750.00,2011.2,49750,35
Ador,38196.32,2011.2,38196,32,36
Venus,34750.00,2011.2,34750,37
Hush Puppies,32270.00,2011.2,32270,38
Falatino,30979.00,2011.2,30979,39
MINI Miss Carol,24273.00,2011.2,24273,40
Disponible,20400.00,2011.2,20400,41
Azaleia,19556.00,2011.2,19556,42
Ipanema,18017.00,2011.2,18017,43
Tiernitas,16758.00,2011.2,16758,44
ZAXY,15340.00,2011.2,15340,45
Hello Kitty,13744.00,2011.2,13744,46
Country Jack,12987.00,2011.2,12987,47
Millenium,11679.00,2011.2,11679,48
Mc Jason,9689.00,2011.2,9689,49
Legitimo,7000.00,2011.2,7000,50
Veloz,6994.00,2011.2,6994,51
Mormaii,6477.00,2011.2,6477,52
Bioconfort,5400.00,2011.2,5400,53
Spiderman,4287.00,2011.2,4287,54
Arye - Portter,3945.00,2011.2,3945,55
Rain Boot,3591.00,2011.2,3591,56
Euro Jack,2950.00,2011.2,2950,57
Reef,2700.00,2011.2,2700,58
Ginga,2691.00,2011.2,2691,59
Angra,1996.00,2011.2,1996,60
Country,1800.00,2011.2,1800,61
Crocs,1199.00,2011.2,1199,62
Annisa Group.,299.00,2011.2,299,63
Natalia K,200.00,2011.2,200,64
Blanditos,199.00,2011.2,199,65
{Sin Definir},-35773.63,2011.2,-35773,63,66
Miss Carol,12235405.36,2011.3,12235405,36,1
Reebok,8220505.00,2011.3,8220505,2
Topper,7330501.00,2011.3,7330501,3
PUSH,5876573.32,2011.3,5876573,32,4
Puma,4468011.00,2011.3,4468011,5
Adidas,3027771.00,2011.3,3027771,6
Camarao,3005654.66,2011.3,3005654,66,7
Croco Kids,2862798.92,2011.3,2862798,92,8
Lady Confort,2468521.00,2011.3,2468521,9
A.Giannini,2325855.76,2011.3,2325855,76,10
North Sails N+,2272948.10,2011.3,2272948,1,11
New Balance,2239699.00,2011.3,2239699,12
Lombardino,2165481.00,2011.3,2165481,13
Freeway ,1933015.00,2011.3,1933015,14
Converse,1900578.00,2011.3,1900578,15
Sumilon,1878910.44,2011.3,1878910,44,16
Bottero,1863410.00,2011.3,1863410,17
Olympikus                 ,1504417.00,2011.3,1504417,18
Bibi,1099189.00,2011.3,1099189,19
Umbro,980293.00,2011.3,980293,20
Branch,931604.06,2011.3,931604,06,21
Wassington   ,801043.00,2011.3,801043,22
Pigalle ,746530.00,2011.3,746530,23
Vanzetti,651573.00,2011.3,651573,24
Ador,606304.96,2011.3,606304,96,25
Gallarate,583920.00,2011.3,583920,26
Merrell,503100.00,2011.3,503100,27
Via Uno,435090.00,2011.3,435090,28
Hush Puppies,390400.00,2011.3,390400,29
Cuerart                  ,381256.00,2011.3,381256,30
Goshik,210067.00,2011.3,210067,31
Papasso,206870.00,2011.3,206870,32
Mistral,172880.00,2011.3,172880,33
FF,102040.00,2011.3,102040,34
Havaianas,60506.00,2011.3,60506,35
Venus,59720.00,2011.3,59720,36
Varios_Saldos,50559.00,2011.3,50559,37
Veloz,42065.00,2011.3,42065,38
Falatino,41160.00,2011.3,41160,39
Tiernitas,25935.00,2011.3,25935,40
Mc Jason,23970.00,2011.3,23970,41
MINI Miss Carol,17081.00,2011.3,17081,42
Disponible,16000.00,2011.3,16000,43
Rider,12162.00,2011.3,12162,44
ZAXY,10030.00,2011.3,10030,45
Penalty,8930.00,2011.3,8930,46
Country Jack,6993.00,2011.3,6993,47
Legitimo,6000.00,2011.3,6000,48
Democrata,4200.00,2011.3,4200,49
Euro Jack,4000.00,2011.3,4000,50
Ipanema,3263.00,2011.3,3263,51
Bioconfort,2800.00,2011.3,2800,52
Arye - Portter,2197.00,2011.3,2197,53
Rain Boot,1596.00,2011.3,1596,54
Hello Kitty,1545.00,2011.3,1545,55
Asics,1497.00,2011.3,1497,56
Ginga,1495.00,2011.3,1495,57
Azaleia,1310.00,2011.3,1310,58
Reef,1300.00,2011.3,1300,59
Angra,998.00,2011.3,998,60
Spiderman,897.00,2011.3,897,61
Mormaii,719.00,2011.3,719,62
Annisa Group.,600.00,2011.3,600,63
Crocs,499.00,2011.3,499,64
G&F,300.00,2011.3,300,65
Aquarella,250.00,2011.3,250,66
Kimika,250.00,2011.3,250,67
{Sin Definir},-1129430.42,2011.3,-1129430,42,68
Miss Carol,8591272.78,2011.4,8591272,78,1
Reebok,7576681.00,2011.4,7576681,2
Topper,7063549.00,2011.4,7063549,3
Puma,5804659.00,2011.4,5804659,4
PUSH,5650220.54,2011.4,5650220,54,5
Adidas,4670660.00,2011.4,4670660,6
Camarao,3485593.22,2011.4,3485593,22,7
Lombardino,2780080.00,2011.4,2780080,8
Freeway ,2516454.00,2011.4,2516454,9
North Sails N+,2377664.94,2011.4,2377664,94,10
Croco Kids,2341036.22,2011.4,2341036,22,11
Branch,2266959.68,2011.4,2266959,68,12
Bottero,2038832.00,2011.4,2038832,13
Lady Confort,1966194.00,2011.4,1966194,14
A.Giannini,1943156.54,2011.4,1943156,54,15
New Balance,1847650.00,2011.4,1847650,16
Sumilon,1649746.16,2011.4,1649746,16,17
Converse,1581939.00,2011.4,1581939,18
Olympikus                 ,1503075.00,2011.4,1503075,19
Bibi,897599.00,2011.4,897599,20
Wassington   ,867431.00,2011.4,867431,21
Umbro,854638.00,2011.4,854638,22
Merrell,764620.00,2011.4,764620,23
Gallarate,633690.00,2011.4,633690,24
Hush Puppies,503940.00,2011.4,503940,25
Pigalle ,450430.00,2011.4,450430,26
Vanzetti,413776.00,2011.4,413776,27
Ador,376226.68,2011.4,376226,68,28
Papasso,358200.00,2011.4,358200,29
Mistral,309160.00,2011.4,309160,30
Cuerart                  ,252013.00,2011.4,252013,31
Via Uno,219454.00,2011.4,219454,32
Goshik,162418.00,2011.4,162418,33
FF,113210.00,2011.4,113210,34
Venus,99360.00,2011.4,99360,35
Veloz,65136.00,2011.4,65136,36
Mc Jason,39741.00,2011.4,39741,37
Penalty,38660.00,2011.4,38660,38
Havaianas,29137.00,2011.4,29137,39
Falatino,28600.00,2011.4,28600,40
Varios_Saldos,18800.00,2011.4,18800,41
Tiernitas,16309.00,2011.4,16309,42
Disponible,10900.00,2011.4,10900,43
MINI Miss Carol,8990.00,2011.4,8990,44
Legitimo,8000.00,2011.4,8000,45
ZAXY,3000.00,2011.4,3000,46
Rider,2913.00,2011.4,2913,47
Angra,2800.00,2011.4,2800,48
Arye - Portter,2099.00,2011.4,2099,49
Country Jack,1690.00,2011.4,1690,50
Democrata,1600.00,2011.4,1600,51
Reef,1600.00,2011.4,1600,52
Rain Boot,1499.00,2011.4,1499,53
Ipanema,1378.00,2011.4,1378,54
Euro Jack,1200.00,2011.4,1200,55
Trendy,1100.00,2011.4,1100,56
Chiquillos,1000.00,2011.4,1000,57
Ginga,598.00,2011.4,598,58
Crocs,598.00,2011.4,598,59
Futbol,500.00,2011.4,500,60
Grendene,500.00,2011.4,500,61
Azaleia,490.00,2011.4,490,62
Caterpillar,400.00,2011.4,400,63
Kimika,349.00,2011.4,349,64
Bioconfort,300.00,2011.4,300,65
Spiderman,250.00,2011.4,250,66
Hello Kitty,249.00,2011.4,249,67
Aquarella,199.00,2011.4,199,68
Retoric,100.00,2011.4,100,69
Country,-300.00,2011.4,-300,70
Millenium,-599.00,2011.4,-599,71
{Sin Definir},-192931.61,2011.4,-192931,61,72
Reebok,6861343.00,2011.5,6861343,1
Topper,6424950.00,2011.5,6424950,2
Miss Carol,6010622.04,2011.5,6010622,04,3
Adidas,5749499.00,2011.5,5749499,4
Puma,5690573.00,2011.5,5690573,5
PUSH,5091180.68,2011.5,5091180,68,6
Camarao,3533032.64,2011.5,3533032,64,7
North Sails N+,2849467.96,2011.5,2849467,96,8
Lombardino,2780600.00,2011.5,2780600,9
Branch,2311264.80,2011.5,2311264,8,10
Freeway ,2193014.00,2011.5,2193014,11
Converse,1832426.00,2011.5,1832426,12
New Balance,1824155.00,2011.5,1824155,13
A.Giannini,1644450.64,2011.5,1644450,64,14
Lady Confort,1633796.00,2011.5,1633796,15
Olympikus                 ,1631675.00,2011.5,1631675,16
Croco Kids,1464241.72,2011.5,1464241,72,17
Bottero,1441076.00,2011.5,1441076,18
Sumilon,1093802.40,2011.5,1093802,4,19
Wassington   ,787792.00,2011.5,787792,20
Bibi,679604.00,2011.5,679604,21
Gallarate,678650.00,2011.5,678650,22
Umbro,654788.00,2011.5,654788,23
Merrell,536370.00,2011.5,536370,24
Vanzetti,427490.00,2011.5,427490,25
Ador,407027.46,2011.5,407027,46,26
Cuerart                  ,395524.00,2011.5,395524,27
Papasso,384179.00,2011.5,384179,28
Pigalle ,383490.00,2011.5,383490,29
Hush Puppies,348740.00,2011.5,348740,30
Mistral,288450.00,2011.5,288450,31
Dora,216312.00,2011.5,216312,32
FF,163610.00,2011.5,163610,33
Goshik,143766.00,2011.5,143766,34
Via Uno,143530.00,2011.5,143530,35
Frutillitas,116952.00,2011.5,116952,36
{Sin Definir},74697.30,2011.5,74697,3,37
Venus,57870.00,2011.5,57870,38
Veloz,45762.00,2011.5,45762,39
Havaianas,31431.00,2011.5,31431,40
Penalty,29750.00,2011.5,29750,41
Mc Jason,28269.00,2011.5,28269,42
Varios_Saldos,13500.00,2011.5,13500,43
Falatino,8800.00,2011.5,8800,44
Tiernitas,8379.00,2011.5,8379,45
Country Jack,6600.00,2011.5,6600,46
Disponible,4250.00,2011.5,4250,47
MINI Miss Carol,3598.00,2011.5,3598,48
Futbol,3500.00,2011.5,3500,49
Angra,3200.00,2011.5,3200,50
Reef,3000.00,2011.5,3000,51
Chiquillos,3000.00,2011.5,3000,52
Rider,2087.00,2011.5,2087,53
Legitimo,1700.00,2011.5,1700,54
Arye - Portter,1596.00,2011.5,1596,55
Trendy,1200.00,2011.5,1200,56
Euro Jack,1100.00,2011.5,1100,57
ZAXY,900.00,2011.5,900,58
Mormaii,619.00,2011.5,619,59
Rain Boot,500.00,2011.5,500,60
Country,500.00,2011.5,500,61
Bioconfort,300.00,2011.5,300,62
Kimika,250.00,2011.5,250,63
Annisa Group.,250.00,2011.5,250,64
Hello Kitty,249.00,2011.5,249,65
Crocs,200.00,2011.5,200,66
Disney,199.00,2011.5,199,67
Retoric,100.00,2011.5,100,68
Topper,6206532.00,2011.6,6206532,1
PUSH,6129484.58,2011.6,6129484,58,2
Miss Carol,6115104.64,2011.6,6115104,64,3
Reebok,5324536.00,2011.6,5324536,4
Adidas,5016850.00,2011.6,5016850,5
Puma,4685313.00,2011.6,4685313,6
North Sails N+,3554070.12,2011.6,3554070,12,7
Camarao,2846373.72,2011.6,2846373,72,8
Lombardino,2236374.00,2011.6,2236374,9
Converse,2065511.00,2011.6,2065511,10
A.Giannini,1796171.36,2011.6,1796171,36,11
Freeway ,1699143.00,2011.6,1699143,12
Olympikus                 ,1538507.80,2011.6,1538507,8,13
New Balance,1528008.00,2011.6,1528008,14
Lady Confort,1226853.00,2011.6,1226853,15
Croco Kids,1137692.08,2011.6,1137692,08,16
Branch,1108381.96,2011.6,1108381,96,17
Umbro,1079623.00,2011.6,1079623,18
Bottero,966960.00,2011.6,966960,19
Sumilon,787189.28,2011.6,787189,28,20
Wassington   ,618501.00,2011.6,618501,21
Bibi,614898.00,2011.6,614898,22
Gallarate,554970.00,2011.6,554970,23
Pigalle ,433080.00,2011.6,433080,24
Vanzetti,343467.00,2011.6,343467,25
Merrell,330820.00,2011.6,330820,26
Dora,313115.08,2011.6,313115,08,27
Cuerart                  ,301259.00,2011.6,301259,28
Goshik,212438.00,2011.6,212438,29
Frutillitas,201236.06,2011.6,201236,06,30
Hush Puppies,195350.00,2011.6,195350,31
Mistral,179880.00,2011.6,179880,32
Via Uno,150710.00,2011.6,150710,33
Ador,140601.00,2011.6,140601,34
FF,127270.00,2011.6,127270,35
Papasso,89550.00,2011.6,89550,36
Penalty,55070.00,2011.6,55070,37
{Sin Definir},41858.43,2011.6,41858,43,38
Havaianas,35653.00,2011.6,35653,39
Veloz,32173.00,2011.6,32173,40
Venus,21920.00,2011.6,21920,41
Mc Jason,12798.00,2011.6,12798,42
MINI Miss Carol,12588.00,2011.6,12588,43
Falatino,12100.00,2011.6,12100,44
Varios_Saldos,8290.00,2011.6,8290,45
Tiernitas,7980.00,2011.6,7980,46
Legitimo,6300.00,2011.6,6300,47
ZAXY,5070.00,2011.6,5070,48
Disponible,4100.00,2011.6,4100,49
Country Jack,3100.00,2011.6,3100,50
Rider,2396.00,2011.6,2396,51
Reef,1600.00,2011.6,1600,52
Chiquillos,1200.00,2011.6,1200,53
Spiderman,1097.00,2011.6,1097,54
Angra,1000.00,2011.6,1000,55
SANJERIY,1000.00,2011.6,1000,56
Azaleia,1000.00,2011.6,1000,57
Euro Jack,650.00,2011.6,650,58
Hello Kitty,498.00,2011.6,498,59
Aquarella,450.00,2011.6,450,60
Caterpillar,400.00,2011.6,400,61
Rain Boot,300.00,2011.6,300,62
Arye - Portter,200.00,2011.6,200,63
Retoric,200.00,2011.6,200,64
Disney,199.00,2011.6,199,65
PUSH,9220057.90,2011.7,9220057,9,1
Miss Carol,7327802.64,2011.7,7327802,64,2
Topper,6882553.00,2011.7,6882553,3
Puma,6497161.00,2011.7,6497161,4
Reebok,6076576.00,2011.7,6076576,5
Adidas,4255832.00,2011.7,4255832,6
Camarao,3321358.50,2011.7,3321358,5,7
North Sails N+,2913564.76,2011.7,2913564,76,8
Croco Kids,2789669.90,2011.7,2789669,9,9
Freeway ,2538565.00,2011.7,2538565,10
Lombardino,2450389.00,2011.7,2450389,11
Converse,2409659.00,2011.7,2409659,12
New Balance,1736460.00,2011.7,1736460,13
Olympikus                 ,1704001.00,2011.7,1704001,14
A.Giannini,1692277.10,2011.7,1692277,1,15
Umbro,1287562.00,2011.7,1287562,16
Lady Confort,833645.00,2011.7,833645,17
Wassington   ,753323.00,2011.7,753323,18
Sumilon,692792.90,2011.7,692792,9,19
Bibi,683060.00,2011.7,683060,20
Pigalle ,623339.00,2011.7,623339,21
Branch,564250.48,2011.7,564250,48,22
Merrell,530210.00,2011.7,530210,23
Gallarate,527980.00,2011.7,527980,24
Bottero,499453.00,2011.7,499453,25
Hush Puppies,400290.00,2011.7,400290,26
Cuerart                  ,348971.00,2011.7,348971,27
Dora,293877.70,2011.7,293877,7,28
Frutillitas,282477.70,2011.7,282477,7,29
Goshik,279490.00,2011.7,279490,30
Vanzetti,273562.00,2011.7,273562,31
Spiderman,270413.70,2011.7,270413,7,32
Via Uno,268240.00,2011.7,268240,33
Havaianas,239990.00,2011.7,239990,34
FF,132140.00,2011.7,132140,35
Mistral,105680.00,2011.7,105680,36
Penalty,70080.00,2011.7,70080,37
Rider,61438.00,2011.7,61438,38
Millenium,23162.00,2011.7,23162,39
Veloz,18695.00,2011.7,18695,40
Azaleia,18607.00,2011.7,18607,41
Hello Kitty,16807.00,2011.7,16807,42
Ipanema,14265.00,2011.7,14265,43
Varios_Saldos,11909.00,2011.7,11909,44
Venus,11170.00,2011.7,11170,45
Angra,10479.00,2011.7,10479,46
Falatino,9999.00,2011.7,9999,47
Papasso,9950.00,2011.7,9950,48
MINI Miss Carol,9091.00,2011.7,9091,49
Tiernitas,9078.00,2011.7,9078,50
Legitimo,7000.00,2011.7,7000,51
Mormaii,6535.00,2011.7,6535,52
ZAXY,5970.00,2011.7,5970,53
Disponible,4900.00,2011.7,4900,54
Country Jack,3100.00,2011.7,3100,55
Mc Jason,2800.00,2011.7,2800,56
Blanditos,1550.00,2011.7,1550,57
Hot Wheels,1150.00,2011.7,1150,58
Grendene,600.00,2011.7,600,59
Ginga,598.00,2011.7,598,60
Reef,400.00,2011.7,400,61
Ador,349.00,2011.7,349,62
Crocs,299.00,2011.7,299,63
Annisa Group.,299.00,2011.7,299,64
Barbie,150.00,2011.7,150,65
Chiquillos,0.00,2011.7,0,66
{Sin Definir},-298378.76,2011.7,-298378,76,67
PUSH,9225286.36,2011.8,9225286,36,1
Miss Carol,9146422.26,2011.8,9146422,26,2
Puma,8414008.00,2011.8,8414008,3
Topper,7291395.00,2011.8,7291395,4
Reebok,6303449.00,2011.8,6303449,5
Adidas,4620369.00,2011.8,4620369,6
Freeway ,4352060.00,2011.8,4352060,7
Croco Kids,3337573.06,2011.8,3337573,06,8
Lombardino,3053138.00,2011.8,3053138,9
Converse,2989589.00,2011.8,2989589,10
North Sails N+,2761952.06,2011.8,2761952,06,11
Camarao,2511216.44,2011.8,2511216,44,12
A.Giannini,2322371.70,2011.8,2322371,7,13
Havaianas,1846967.00,2011.8,1846967,14
Olympikus                 ,1698453.00,2011.8,1698453,15
New Balance,1685153.00,2011.8,1685153,16
Rider,1332409.00,2011.8,1332409,17
Umbro,1086815.00,2011.8,1086815,18
Bottero,1071037.00,2011.8,1071037,19
