name,value,year,lastValue,rank
Pigalle ,810340,34,654910,21
Merrell,648970,34,599840,22
Hush Puppies,805570,34,526060,23
Sumilon,341852,34,510324,24
Gallarate,748000,34,429830,25
Spiderman,643168,34,413467,26
Havaianas,2628567,34,389631,27
Branch,342439,34,328258,28
Cuerart                  ,462803,34,311559,29
Goshik,331640,34,300608,30
Rider,2000434,34,238786,31
Mistral,364630,34,226770,32
Frutillitas,138111,34,220798,33
Via Uno,173150,34,204840,34
Vanzetti,135830,34,192511,35
Dora,149002,34,182899,36
FF,137710,34,141200,37
Hello Kitty,433320,34,82170,38
Penalty,64920,34,64820,39
Ipanema,353295,34,35942,40
Azaleia,109999,34,26487,41
Millenium,97038,34,24059,42
Veloz,13889,34,14188,43
Mormaii,51210,34,14132,44
Falatino,10300,34,13050,45
Angra,14970,34,9980,46
MINI Miss Carol,7193,34,8391,47
Varios_Saldos,8800,34,7749,48
Legitimo,4000,34,7000,49
Venus,-5550,34,6020,50
Cartago,52590,34,5310,51
Tiernitas,8380,34,5187,52
ZAXY,1990,34,3980,53
Mc Jason,1000,34,3000,54
Euro Jack,22700,34,2500,55
Hot Wheels,4550,34,2250,56
Disponible,600,34,1700,57
Blanditos,1200,34,1600,58
Grendha,18105,34,1345,59
Country Jack,1400,34,1200,60
Ginga,900,34,897,61
Reef,200,34,600,62
G&F,900,34,200,63
Aquarella,199,34,199,64
Miss Carol,13939769,35,8809751,1
Puma,10851449,35,6671714,2
PUSH,6361298,35,6553540,3
Topper,6837671,35,5454355,4
Reebok,5752387,35,4743345,5
Freeway ,8393331,35,4271803,6
Adidas,6292942,35,3861860,7
Croco Kids,4039138,35,3242912,8
Lombardino,4158590,35,2720538,9
Havaianas,6625339,35,2628567,10
A.Giannini,3658635,35,2279183,11
Converse,3589038,35,2238980,12
North Sails N+,3864700,35,2094649,13
Rider,5192697,35,2000434,14
Camarao,3461691,35,1928221,15
New Balance,1805928,35,1272444,16
Olympikus                 ,1458243,35,1246285,17
Lady Confort,1239140,35,909624,18
Bottero,874149,35,874170,19
Pigalle ,613290,35,810340,20
Hush Puppies,706150,35,805570,21
Wassington   ,901393,35,769302,22
Umbro,1000006,35,766281,23
Gallarate,1126530,35,748000,24
Merrell,879570,35,648970,25
Bibi,605720,35,646600,26
Spiderman,633071,35,643168,27
Cuerart                  ,414510,35,462803,28
Hello Kitty,504567,35,433320,29
Mistral,1140060,35,364630,30
Ipanema,956890,35,353295,31
Branch,406286,35,342439,32
Sumilon,304693,35,341852,33
Goshik,483130,35,331640,34
Via Uno,90270,35,173150,35
Dora,163571,35,149002,36
Frutillitas,109548,35,138111,37
FF,57710,35,137710,38
Vanzetti,88378,35,135830,39
Azaleia,809020,35,109999,40
Millenium,385291,35,97038,41
Penalty,127180,35,64920,42
Cartago,164020,35,52590,43
Mormaii,79293,35,51210,44
Euro Jack,15900,35,22700,45
Grendha,383364,35,18105,46
Angra,20958,35,14970,47
Veloz,8393,35,13889,48
Falatino,7650,35,10300,49
Varios_Saldos,32598,35,8800,50
Tiernitas,13167,35,8380,51
Disney,242900,35,7700,52
MINI Miss Carol,23450,35,7193,53
Hot Wheels,4300,35,4550,54
Legitimo,11400,35,4000,55
Blanditos,5000,35,1200,56
Mc Jason,3000,35,1000,57
Ginga,6599,35,900,58
Bioconfort,900,35,600,59
Disponible,1100,35,600,60
Grendene,600,35,200,61
Natalia K,200,35,200,62
Reef,9350,35,200,63
Siboney,200,35,200,64
Aquarella,200,35,199,65
Euro Teens,400,35,100,66
Venus,1620,35,-5550,67
Miss Carol,5255162,36,13939769,1
Puma,4125734,36,10851449,2
Freeway ,3220522,36,8393331,3
Topper,3813445,36,6837671,4
Havaianas,3930788,36,6625339,5
PUSH,2584724,36,6361298,6
Adidas,2800890,36,6292942,7
Reebok,2904205,36,5752387,8
Rider,2154775,36,5192697,9
Lombardino,1753300,36,4158590,10
Croco Kids,1301874,36,4039138,11
North Sails N+,1567896,36,3864700,12
A.Giannini,1622092,36,3658635,13
Converse,1688000,36,3589038,14
Camarao,1135524,36,3461691,15
New Balance,809000,36,1805928,16
Olympikus                 ,697646,36,1458243,17
Lady Confort,620717,36,1239140,18
Mistral,369790,36,1140060,19
Gallarate,554200,36,1126530,20
Umbro,500967,36,1000006,21
Ipanema,822716,36,956890,22
Wassington   ,410041,36,901393,23
Merrell,241000,36,879570,24
Bottero,447965,36,874149,25
Azaleia,607279,36,809020,26
Hush Puppies,195750,36,706150,27
Spiderman,314443,36,633071,28
Pigalle ,297330,36,613290,29
Bibi,251490,36,605720,30
Hello Kitty,264924,36,504567,31
Goshik,183570,36,483130,32
Cuerart                  ,275361,36,414510,33
Branch,157544,36,406286,34
Millenium,114327,36,385291,35
Grendha,124630,36,383364,36
Sumilon,110686,36,304693,37
Disney,119350,36,242900,38
Cartago,86639,36,164020,39
Dora,85923,36,163571,40
Penalty,84710,36,127180,41
Frutillitas,68706,36,109548,42
Via Uno,74610,36,90270,43
Vanzetti,37684,36,88378,44
Mormaii,32843,36,79293,45
FF,17910,36,57710,46
Varios_Saldos,28040,36,32598,47
MINI Miss Carol,4851,36,23450,48
Angra,8982,36,20958,49
Euro Jack,7050,36,15900,50
Tiernitas,5088,36,13167,51
Legitimo,2800,36,11400,52
Reef,1650,36,9350,53
Veloz,6395,36,8393,54
Falatino,2500,36,7650,55
Ginga,4200,36,6599,56
Blanditos,600,36,5000,57
Hot Wheels,900,36,4300,58
Crocs,1200,36,2598,59
Euro Teens,400,36,400,60
Kadú,1150,36,250,61
Sonho De Crianca,200,36,50,62
Miss Carol,4889064,37,5255162,1
Puma,3970734,37,4125734,2
Havaianas,1978542,37,3930788,3
Topper,5519000,37,3813445,4
Freeway ,2143009,37,3220522,5
Reebok,3577198,37,2904205,6
Adidas,3034710,37,2800890,7
PUSH,5628494,37,2584724,8
Rider,1013261,37,2154775,9
Lombardino,2009160,37,1753300,10
Converse,1736330,37,1688000,11
A.Giannini,1368499,37,1622092,12
North Sails N+,2265068,37,1567896,13
Croco Kids,973604,37,1301874,14
Camarao,1259323,37,1135524,15
Ipanema,539601,37,822716,16
New Balance,841510,37,809000,17
Olympikus                 ,783086,37,697646,18
Lady Confort,570182,37,620717,19
Azaleia,293370,37,607279,20
Gallarate,642360,37,554200,21
Umbro,787061,37,500967,22
Bottero,255155,37,447965,23
Wassington   ,529096,37,410041,24
Mistral,455161,37,369790,25
Spiderman,278486,37,314443,26
Pigalle ,246420,37,297330,27
Cuerart                  ,198904,37,275361,28
Hello Kitty,98734,37,264924,29
Bibi,494961,37,251490,30
Merrell,264920,37,241000,31
Hush Puppies,187860,37,195750,32
Goshik,1061759,37,183570,33
Branch,93086,37,157544,34
Grendha,41051,37,124630,35
Disney,28700,37,119350,36
Millenium,78693,37,114327,37
Sumilon,585151,37,110686,38
Cartago,47100,37,86639,39
Dora,101698,37,85923,40
Penalty,38580,37,84710,41
Via Uno,99150,37,74610,42
Frutillitas,107560,37,68706,43
Vanzetti,229968,37,37684,44
Mormaii,12646,37,32843,45
Varios_Saldos,16276,37,28040,46
FF,21890,37,17910,47
Angra,5389,37,8982,48
Euro Jack,4750,37,7050,49
Veloz,64542,37,6395,50
Tiernitas,3990,37,5088,51
MINI Miss Carol,6450,37,4851,52
Ginga,2499,37,4200,53
Legitimo,3000,37,2800,54
Falatino,2700,37,2500,55
Reef,650,37,1650,56
ZAXY,2990,37,1490,57
Crocs,1199,37,1200,58
Kadú,350,37,1150,59
Hot Wheels,150,37,900,60
Blanditos,4796,37,600,61
PUSH,9356553,38,5628494,1
Topper,7763805,38,5519000,2
Miss Carol,9597513,38,4889064,3
Puma,6608343,38,3970734,4
Reebok,5782558,38,3577198,5
Adidas,4265610,38,3034710,6
North Sails N+,3606058,38,2265068,7
Freeway ,2393302,38,2143009,8
Lombardino,2683340,38,2009160,9
Havaianas,667460,38,1978542,10
Converse,2972178,38,1736330,11
A.Giannini,1790857,38,1368499,12
Camarao,2802598,38,1259323,13
Goshik,861386,38,1061759,14
Rider,155574,38,1013261,15
Croco Kids,1352840,38,973604,16
New Balance,1386810,38,841510,17
Umbro,1353740,38,787061,18
Olympikus                 ,1084631,38,783086,19
Gallarate,922010,38,642360,20
Sumilon,1271399,38,585151,21
Lady Confort,983641,38,570182,22
Ipanema,105581,38,539601,23
Wassington   ,771730,38,529096,24
Bibi,681848,38,494961,25
Mistral,442060,38,455161,26
Azaleia,48830,38,293370,27
Spiderman,383821,38,278486,28
Merrell,386920,38,264920,29
Bottero,398330,38,255155,30
Pigalle ,494148,38,246420,31
Vanzetti,510817,38,229968,32
Cuerart                  ,176980,38,198904,33
Hush Puppies,291840,38,187860,34
Frutillitas,205762,38,107560,35
Dora,146874,38,101698,36
Via Uno,193069,38,99150,37
Hello Kitty,12867,38,98734,38
Branch,733435,38,93086,39
Millenium,10774,38,78693,40
Veloz,20681,38,64542,41
Cartago,13570,38,47100,42
Grendha,2209,38,41051,43
Penalty,136860,38,38580,44
Disney,3850,38,28700,45
Worker,61853,38,23216,46
FF,25480,38,21890,47
Varios_Saldos,10530,38,16276,48
Mormaii,4927,38,12646,49
MINI Miss Carol,7000,38,6450,50
Angra,1497,38,5389,51
Blanditos,38762,38,4796,52
Euro Jack,1200,38,4750,53
Tiernitas,8971,38,3990,54
Country Jack,2800,38,3300,55
ZAXY,8450,38,2990,56
Falatino,7900,38,2700,57
Venus,29600,38,1960,58
Country,500,38,1500,59
Disponible,600,38,1400,60
Crocs,698,38,1199,61
Reef,350,38,650,62
Mc Jason,900,38,500,63
Rain Boot,1596,38,399,64
Arye - Portter,849,38,300,65
Hot Wheels,100,38,150,66
Miss Carol,11162576,39,9597513,1
PUSH,5666120,39,9356553,2
Topper,5978511,39,7763805,3
Puma,5404271,39,6608343,4
Reebok,4955774,39,5782558,5
Adidas,2744190,39,4265610,6
North Sails N+,2063712,39,3606058,7
Converse,1621549,39,2972178,8
Camarao,2270657,39,2802598,9
Lombardino,1865680,39,2683340,10
Freeway ,1580526,39,2393302,11
A.Giannini,2303146,39,1790857,12
New Balance,1111080,39,1386810,13
Umbro,895361,39,1353740,14
Croco Kids,2557204,39,1352840,15
Sumilon,988122,39,1271399,16
Olympikus                 ,1094133,39,1084631,17
Lady Confort,1088646,39,983641,18
Gallarate,534420,39,922010,19
Goshik,386965,39,861386,20
Wassington   ,726091,39,771730,21
Branch,1329134,39,733435,22
Bibi,600690,39,681848,23
Havaianas,153045,39,667460,24
Vanzetti,359575,39,510817,25
Pigalle ,372588,39,494148,26
Mistral,370960,39,442060,27
Bottero,847880,39,398330,28
Merrell,744730,39,386920,29
Spiderman,239167,39,383821,30
Hush Puppies,450380,39,291840,31
Frutillitas,134917,39,205762,32
Via Uno,182827,39,193069,33
Cuerart                  ,216160,39,176980,34
Rider,7049,39,155574,35
Leon,55100,39,150280,36
Dora,93875,39,146874,37
Penalty,97480,39,136860,38
Ipanema,3155,39,105581,39
Worker,36452,39,61853,40
Azaleia,390,39,48830,41
Blanditos,58841,39,38762,42
Papasso,114040,39,31840,43
Venus,16200,39,29600,44
FF,30060,39,25480,45
Veloz,3497,39,20681,46
Cartago,590,39,13570,47
Hello Kitty,0,39,12867,48
Millenium,-499,39,10774,49
Varios_Saldos,9900,39,10530,50
Tiernitas,9269,39,8971,51
ZAXY,4480,39,8450,52
Falatino,5300,39,7900,53
MINI Miss Carol,10000,39,7000,54
Mormaii,299,39,4927,55
Ador,77487,39,1775,56
Rain Boot,699,39,1596,57
Euro Jack,0,39,1200,58
Mc Jason,5400,39,900,59
Arye - Portter,1349,39,849,60
Crocs,100,39,698,61
Disponible,600,39,600,62
Miss Carol,12699504,40,11162576,1
Topper,6680078,40,5978511,2
PUSH,5396208,40,5666120,3
Puma,6633492,40,5404271,4
Reebok,6386445,40,4955774,5
Adidas,2730379,40,2744190,6
Croco Kids,2464936,40,2557204,7
A.Giannini,3044452,40,2303146,8
Camarao,2183568,40,2270657,9
North Sails N+,2103319,40,2063712,10
Lombardino,2326190,40,1865680,11
Converse,1292550,40,1621549,12
Freeway ,1724706,40,1580526,13
Branch,1298659,40,1329134,14
New Balance,1511020,40,1111080,15
Olympikus                 ,1390106,40,1094133,16
Lady Confort,1165539,40,1088646,17
Sumilon,1197157,40,988122,18
Umbro,834357,40,895361,19
Bottero,3123960,40,847880,20
Merrell,841770,40,744730,21
Wassington   ,783578,40,726091,22
Bibi,1016099,40,600690,23
Gallarate,717780,40,534420,24
Hush Puppies,425400,40,450380,25
Goshik,249899,40,386965,26
Pigalle ,437829,40,372588,27
Mistral,385789,40,370960,28
Vanzetti,635165,40,359575,29
Spiderman,209120,40,239167,30
Cuerart                  ,468895,40,216160,31
Via Uno,193756,40,182827,32
Havaianas,28940,40,153045,33
Frutillitas,107054,40,134917,34
Papasso,166240,40,114040,35
Penalty,105790,40,97480,36
Dora,72405,40,93875,37
Ador,409692,40,77487,38
Lotto,106890,40,69140,39
Blanditos,67932,40,58841,40
Leon,73900,40,55100,41
Worker,72465,40,36452,42
FF,50160,40,30060,43
Venus,75100,40,16200,44
MINI Miss Carol,3500,40,10000,45
Varios_Saldos,3550,40,9900,46
Tiernitas,7027,40,9269,47
Rider,559,40,7049,48
Mc Jason,5150,40,5400,49
Falatino,8000,40,5300,50
Veloz,10491,40,3497,51
Ipanema,1137,40,3155,52
Legitimo,1700,40,3100,53
Arye - Portter,948,40,1349,54
Rain Boot,300,40,699,55
Disponible,2800,40,600,56
Aquarella,700,40,500,57
Miss Carol,10915602,41,12699504,1
Topper,7661093,41,6680078,2
Puma,8182035,41,6633492,3
Reebok,6843498,41,6386445,4
PUSH,5616200,41,5396208,5
Bottero,2552763,41,3123960,6
A.Giannini,1945058,41,3044452,7
Adidas,3253140,41,2730379,8
Croco Kids,2698524,41,2464936,9
Lombardino,3269160,41,2326190,10
Camarao,2691700,41,2183568,11
North Sails N+,2824814,41,2103319,12
Freeway ,2793955,41,1724706,13
New Balance,1548070,41,1511020,14
Olympikus                 ,1332229,41,1390106,15
Branch,1817031,41,1298659,16
Converse,1534989,41,1292550,17
Sumilon,898629,41,1197157,18
Lady Confort,998194,41,1165539,19
Bibi,847740,41,1016099,20
Merrell,1225460,41,841770,21
Umbro,791669,41,834357,22
Wassington   ,921931,41,783578,23
Gallarate,894880,41,717780,24
Vanzetti,494496,41,635165,25
Cuerart                  ,237322,41,468895,26
Pigalle ,336039,41,437829,27
Hush Puppies,632480,41,425400,28
Ador,218639,41,409692,29
Mistral,489990,41,385789,30
Goshik,188820,41,249899,31
Spiderman,232005,41,209120,32
Via Uno,179750,41,193756,33
Papasso,472220,41,166240,34
Frutillitas,93872,41,107054,35
Lotto,121490,41,106890,36
Penalty,74440,41,105790,37
Venus,93350,41,75100,38
Leon,56690,41,73900,39
Worker,68394,41,72465,40
Dora,71305,41,72405,41
Blanditos,53946,41,67932,42
FF,37190,41,50160,43
Havaianas,21980,41,28940,44
Veloz,10091,41,10491,45
Falatino,2200,41,8000,46
Tiernitas,2093,41,7027,47
Mc Jason,5000,41,5150,48
Varios_Saldos,2200,41,3550,49
Democrata,600,41,3500,50
MINI Miss Carol,2500,41,3500,51
Disponible,1800,41,2800,52
Ipanema,390,41,1137,53
Asics,499,41,1098,54
Arye - Portter,400,41,948,55
Aquarella,300,41,700,56
Rider,1480,41,559,57
Rain Boot,1098,41,300,58
Miss Carol,7710733,42,10915602,1
Puma,7390639,42,8182035,2
Topper,8171335,42,7661093,3
Reebok,6298204,42,6843498,4
PUSH,4581921,42,5616200,5
Lombardino,3313115,42,3269160,6
Adidas,3743070,42,3253140,7
North Sails N+,3093501,42,2824814,8
Freeway ,2966810,42,2793955,9
Croco Kids,1815353,42,2698524,10
Camarao,3248484,42,2691700,11
Bottero,2271220,42,2552763,12
A.Giannini,1268886,42,1945058,13
Branch,1635537,42,1817031,14
New Balance,1782510,42,1548070,15
Converse,1503105,42,1534989,16
Olympikus                 ,1197702,42,1332229,17
Merrell,1010930,42,1225460,18
Lady Confort,941348,42,998194,19
Wassington   ,864145,42,921931,20
Clarks,714210,42,911377,21
Sumilon,695577,42,898629,22
Gallarate,1117810,42,894880,23
Bibi,680970,42,847740,24
Umbro,644133,42,791669,25
Hush Puppies,789270,42,632480,26
Vanzetti,459936,42,494496,27
Mistral,671660,42,489990,28
Papasso,509040,42,472220,29
Pigalle ,212268,42,336039,30
Cuerart                  ,315723,42,237322,31
Spiderman,185683,42,232005,32
Ador,153447,42,218639,33
Goshik,150030,42,188820,34
Via Uno,89660,42,179750,35
Lotto,128440,42,121490,36
Frutillitas,100316,42,93872,37
Venus,86990,42,93350,38
Penalty,59850,42,74440,39
Dora,69155,42,71305,40
Worker,83615,42,68394,41
Leon,74500,42,56690,42
Blanditos,71205,42,53946,43
FF,15120,42,37190,44
Havaianas,30280,42,21980,45
Veloz,7793,42,10091,46
Mc Jason,7200,42,5000,47
MINI Miss Carol,1500,42,2500,48
Falatino,3700,42,2200,49
Varios_Saldos,1899,42,2200,50
Tiernitas,1495,42,2093,51
Disponible,2600,42,1800,52
Rider,1189,42,1480,53
Rain Boot,2295,42,1098,54
Democrata,800,42,600,55
Ipanema,390,42,390,56
Topper,6586285,43,8171335,1
Miss Carol,7602074,43,7710733,2
Puma,5795753,43,7390639,3
Reebok,4842119,43,6298204,4
PUSH,5133094,43,4581921,5
Adidas,3793402,43,3743070,6
Lombardino,1853725,43,3313115,7
Camarao,2172506,43,3248484,8
North Sails N+,2704108,43,3093501,9
Freeway ,1857591,43,2966810,10
Bottero,1399028,43,2271220,11
Croco Kids,1017826,43,1815353,12
New Balance,1469060,43,1782510,13
Branch,479644,43,1635537,14
Converse,1707529,43,1503105,15
A.Giannini,1049211,43,1268886,16
Olympikus                 ,768226,43,1197702,17
Gallarate,626690,43,1117810,18
Merrell,703890,43,1010930,19
Lady Confort,720481,43,941348,20
Wassington   ,685529,43,864145,21
Hush Puppies,366040,43,789270,22
Clarks,1078571,43,714210,23
Sumilon,393121,43,695577,24
Bibi,554088,43,680970,25
Mistral,616920,43,671660,26
Umbro,640077,43,644133,27
Papasso,85570,43,509040,28
Vanzetti,325357,43,459936,29
Cuerart                  ,229061,43,315723,30
Pigalle ,214650,43,212268,31
Spiderman,211585,43,185683,32
Ador,49201,43,153447,33
Goshik,196829,43,150030,34
Lotto,107480,43,128440,35
Frutillitas,120136,43,100316,36
Via Uno,105880,43,89660,37
Venus,59510,43,86990,38
Worker,58490,43,83615,39
Leon,51520,43,74500,40
Blanditos,41853,43,71205,41
Dora,90898,43,69155,42
Penalty,43600,43,59850,43
Havaianas,51680,43,30280,44
FF,24100,43,15120,45
Veloz,999,43,7793,46
Mc Jason,2700,43,7200,47
Falatino,300,43,3700,48
Disponible,600,43,2600,49
Rain Boot,1098,43,2295,50
Varios_Saldos,600,43,1899,51
MINI Miss Carol,500,43,1500,52
Tiernitas,299,43,1495,53
Rider,2939,43,1189,54
ZAXY,3480,43,400,55
Ipanema,390,43,390,56
Miss Carol,10021031,44,7602074,1
Topper,6218372,44,6586285,2
Puma,5513982,44,5795753,3
PUSH,5898366,44,5133094,4
Reebok,5232394,44,4842119,5
Adidas,2930300,44,3793402,6
North Sails N+,2712129,44,2704108,7
Camarao,3771867,44,2172506,8
Freeway ,2349899,44,1857591,9
Lombardino,2062000,44,1853725,10
Converse,1685620,44,1707529,11
New Balance,1331649,44,1469060,12
Bottero,641720,44,1399028,13
Clarks,1007510,44,1078571,14
A.Giannini,1172028,44,1049211,15
Croco Kids,2156593,44,1017826,16
Olympikus                 ,702394,44,768226,17
Lady Confort,499821,44,720481,18
Merrell,489490,44,703890,19
Wassington   ,582726,44,685529,20
Umbro,826189,44,640077,21
Gallarate,599410,44,626690,22
Mistral,562370,44,616920,23
Bibi,493520,44,554088,24
Branch,411526,44,479644,25
Sumilon,340516,44,393121,26
Hush Puppies,305390,44,366040,27
Vanzetti,288040,44,325357,28
Cuerart                  ,183055,44,229061,29
Pigalle ,505370,44,214650,30
Spiderman,114935,44,211585,31
Goshik,271818,44,196829,32
Frutillitas,110251,44,120136,33
Lotto,102120,44,107480,34
Via Uno,71750,44,105880,35
Dora,75192,44,90898,36
Papasso,7960,44,85570,37
Venus,18610,44,59510,38
Worker,56842,44,58490,39
Havaianas,200900,44,51680,40
Leon,25860,44,51520,41
Ador,748,44,49201,42
Penalty,85430,44,43600,43
Blanditos,25102,44,41853,44
FF,4990,44,24100,45
Rider,5069,44,2939,46
Mc Jason,2500,44,2700,47
Rain Boot,699,44,1098,48
Legitimo,1000,44,1000,49
Veloz,3297,44,999,50
Arye - Portter,450,44,600,51
Disponible,1100,44,600,52
Varios_Saldos,1599,44,600,53
MINI Miss Carol,4000,44,500,54
Ipanema,2125,44,390,55
Falatino,2400,44,300,56
Tiernitas,2397,44,299,57
Hello Kitty,847,44,-399,58
Miss Carol,10160957,45,10021031,1
Topper,6369830,45,6218372,2
PUSH,5342095,45,5898366,3
Puma,6035601,45,5513982,4
Reebok,5422940,45,5232394,5
Camarao,2655122,45,3771867,6
Adidas,2766185,45,2930300,7
North Sails N+,2890996,45,2712129,8
Freeway ,2913904,45,2349899,9
Croco Kids,2665750,45,2156593,10
Lombardino,2233264,45,2062000,11
Converse,1562258,45,1685620,12
New Balance,1296010,45,1331649,13
A.Giannini,1855836,45,1172028,14
Clarks,1294503,45,1007510,15
Umbro,1060731,45,826189,16
Olympikus                 ,816676,45,702394,17
Bottero,2293387,45,641720,18
Gallarate,720200,45,599410,19
Wassington   ,702056,45,582726,20
Mistral,460040,45,562370,21
Pigalle ,437160,45,505370,22
Lady Confort,321071,45,499821,23
Bibi,680510,45,493520,24
Merrell,669500,45,489490,25
DC,1353850,45,448680,26
Branch,389435,45,411526,27
Sumilon,208176,45,340516,28
Hush Puppies,307810,45,305390,29
Vanzetti,152204,45,288040,30
Goshik,213971,45,271818,31
Havaianas,741452,45,200900,32
Cuerart                  ,128896,45,183055,33
Spiderman,134551,45,114935,34
Frutillitas,94672,45,110251,35
Lotto,110460,45,102120,36
Penalty,59320,45,85430,37
Dora,67401,45,75192,38
Via Uno,67250,45,71750,39
Worker,67094,45,56842,40
Leon,58580,45,25860,41
Blanditos,0,45,25102,42
Venus,31110,45,18610,43
Papasso,1990,45,7960,44
Millenium,11679,45,5988,45
Rider,261886,45,5069,46
FF,5790,45,4990,47
Angra,1500,45,4500,48
MINI Miss Carol,500,45,4000,49
Veloz,7993,45,3297,50
Mc Jason,1900,45,2500,51
Falatino,1200,45,2400,52
Tiernitas,2100,45,2397,53
Ipanema,162036,45,2125,54
Cartago,6490,45,1770,55
Varios_Saldos,400,45,1599,56
Disponible,0,45,1100,57
Hello Kitty,10848,45,847,58
Rain Boot,1596,45,699,59
Arye - Portter,699,45,450,60
Azaleia,5780,45,390,61
Crocs,500,45,100,62
Miss Carol,15754847,46,10160957,1
Topper,5783331,46,6369830,2
Puma,5694601,46,6035601,3
Reebok,4322829,46,5422940,4
PUSH,5735821,46,5342095,5
Freeway ,5712130,46,2913904,6
North Sails N+,2660710,46,2890996,7
Adidas,2595930,46,2766185,8
Croco Kids,3973270,46,2665750,9
Camarao,2473679,46,2655122,10
Bottero,1901401,46,2293387,11
Lombardino,3110390,46,2233264,12
A.Giannini,2397302,46,1855836,13
Converse,1113920,46,1562258,14
DC,1343750,46,1353850,15
New Balance,1140900,46,1296010,16
Clarks,1665960,46,1294503,17
Umbro,1132446,46,1060731,18
Olympikus                 ,593915,46,816676,19
Havaianas,2996427,46,741452,20
Gallarate,1238760,46,720200,21
Wassington   ,676728,46,702056,22
Bibi,660779,46,680510,23
Merrell,751310,46,669500,24
Mistral,488500,46,460040,25
Pigalle ,370360,46,437160,26
Branch,476197,46,389435,27
Pierre Cardin/Dali/Murakami,525280,46,336730,28
Lady Confort,240121,46,321071,29
Hush Puppies,390950,46,307810,30
Rider,3697092,46,261886,31
Goshik,173359,46,213971,32
Sumilon,123940,46,208176,33
Ipanema,1192270,46,162036,34
Vanzetti,31401,46,152204,35
Spiderman,314981,46,134551,36
Cuerart                  ,154530,46,128896,37
Lotto,83540,46,110460,38
Frutillitas,61868,46,94672,39
Dora,54730,46,67401,40
Via Uno,35520,46,67250,41
Worker,63225,46,67094,42
Grendha,588124,46,63259,43
Penalty,75570,46,59320,44
Leon,7260,46,58580,45
Disney,52449,46,13300,46
Millenium,19467,46,11679,47
Hello Kitty,66797,46,10848,48
Veloz,4396,46,7993,49
Cartago,38960,46,6490,50
FF,11090,46,5790,51
Azaleia,482889,46,5780,52
Tiernitas,2400,46,2100,53
ZAXY,3980,46,1990,54
Mc Jason,300,46,1900,55
Rain Boot,300,46,1596,56
Angra,3600,46,1500,57
Falatino,900,46,1200,58
Mormaii,7596,46,1048,59
Crocs,400,46,500,60
MINI Miss Carol,1000,46,500,61
Varios_Saldos,1190,46,400,62
Blanditos,1000,46,0,63
Disponible,400,46,0,64
Miss Carol,21433683,47,15754847,1
Topper,6636665,47,5783331,2
PUSH,6142785,47,5735821,3
Freeway ,9629794,47,5712130,4
Puma,9878160,47,5694601,5
Reebok,5408525,47,4322829,6
Croco Kids,4114463,47,3973270,7
Rider,7198425,47,3697092,8
Lombardino,3527080,47,3110390,9
Havaianas,7844857,47,2996427,10
North Sails N+,4505403,47,2660710,11
Adidas,3855519,47,2595930,12
Camarao,4203625,47,2473679,13
A.Giannini,2640923,47,2397302,14
Bottero,1794161,47,1901401,15
Clarks,1619650,47,1665960,16
DC,1535600,47,1343750,17
Gallarate,1441620,47,1238760,18
Ipanema,1661223,47,1192270,19
New Balance,1597790,47,1140900,20
Umbro,1306227,47,1132446,21
Converse,2254480,47,1113920,22
Merrell,822380,47,751310,23
Wassington   ,683432,47,676728,24
Bibi,536412,47,660779,25
Olympikus                 ,527487,47,593915,26
Grendha,2110295,47,588124,27
Pierre Cardin/Dali/Murakami,840891,47,525280,28
Mistral,907700,47,488500,29
Azaleia,1422869,47,482889,30
Branch,354337,47,476197,31
Hush Puppies,553190,47,390950,32
Pigalle ,201870,47,370360,33
Spiderman,168274,47,314981,34
Lady Confort,288303,47,240121,35
Goshik,132550,47,173359,36
Cuerart                  ,393878,47,154530,37
Sumilon,93802,47,123940,38
Lotto,62880,47,83540,39
Penalty,196380,47,75570,40
Hello Kitty,82962,47,66797,41
Worker,46022,47,63225,42
Frutillitas,25965,47,61868,43
Dora,47783,47,54730,44
Disney,11349,47,52449,45
Cartago,66190,47,38960,46
Via Uno,17420,47,35520,47
Vanzetti,21366,47,31401,48
Millenium,28155,47,19467,49
FF,5700,47,11090,50
Mormaii,11982,47,7596,51
Leon,10350,47,7260,52
Veloz,1998,47,4396,53
ZAXY,1990,47,3980,54
Angra,6900,47,3600,55
Tiernitas,3300,47,2400,56
Euro Jack,3700,47,2100,57
Varios_Saldos,100,47,1190,58
Blanditos,3400,47,1000,59
MINI Miss Carol,1500,47,1000,60
Falatino,300,47,900,61
Ginga,4050,47,899,62
Asics,499,47,799,63
Crocs,699,47,400,64
Disponible,500,47,400,65
Mc Jason,1800,47,300,66
Miss Carol,7033397,48,21433683,1
Puma,4449111,48,9878160,2
Freeway ,3467004,48,9629794,3
Havaianas,3907530,48,7844857,4
Rider,2093352,48,7198425,5
Topper,4091866,48,6636665,6
PUSH,3498734,48,6142785,7
Reebok,3257348,48,5408525,8
North Sails N+,1997629,48,4505403,9
Camarao,1881572,48,4203625,10
Croco Kids,1380921,48,4114463,11
Adidas,1745390,48,3855519,12
Lombardino,1814980,48,3527080,13
A.Giannini,1161311,48,2640923,14
Converse,1826267,48,2254480,15
Grendha,973230,48,2110295,16
Bottero,754357,48,1794161,17
Ipanema,775359,48,1661223,18
Clarks,833460,48,1619650,19
New Balance,829600,48,1597790,20
DC,1089150,48,1535600,21
Gallarate,720610,48,1441620,22
