name,value,year,lastValue,rank
Clarks,4359592,63,2692233,12
Lombardino,2425700,63,2497450,13
Croco Kids,5435806,63,2486935,14
A.Giannini,3151704,63,1599349,15
New Balance,1545870,63,1473770,16
Umbro,1415348,63,1338992,17
Bottero,1074596,63,1172388,18
Branch,2131096,63,971915,19
Wassington   ,837242,63,752896,20
Gallarate,426540,63,589760,21
Adidas,3312738,63,521025,22
Crocs,181770,63,429530,23
Havaianas,85890,63,353376,24
Goshik,34864,63,313666,25
Worker,226705,63,249438,26
JanSport,41495,63,243945,27
Sumilon,215653,63,214321,28
Trendy,308534,63,212054,29
Bibi,110631,63,183786,30
Ador,178171,63,182059,31
Cuerart                  ,79095,63,178354,32
Rider,14327,63,173018,33
Pigalle ,111090,63,135309,34
Pierre Cardin/Dali/Murakami,589964,63,111102,35
Hush Puppies,45520,63,91140,36
Lady Confort,120770,63,89570,37
Azaleia,74250,63,81398,38
Vanzetti,57589,63,79384,39
Merrell,139190,63,73960,40
Gola,48010,63,71810,41
Mistral,31650,63,60910,42
Lotto,13980,63,50540,43
Olympikus                 ,39490,63,42390,44
Leon,7560,63,37100,45
Frutillitas,19373,63,34653,46
Papasso,173839,63,33094,47
Grendha,980,63,22054,48
SANJERIY,10450,63,18930,49
Ipanema,2308,63,16421,50
Veloz,2000,63,10298,51
Mel,3200,63,7810,52
Caterpillar,194290,63,7670,53
Via Uno,7170,63,7560,54
Dora,0,63,6989,55
ZAXY,1980,63,6930,56
Spiderman,5990,63,4692,57
FF,1500,63,2700,58
Falatino,4200,63,2600,59
Blanditos,7500,63,1500,60
MINI Miss Carol,2400,63,1400,61
Venus,960,63,1180,62
Disponible,600,63,600,63
Varios_Saldos,149,63,450,64
Arye - Portter,600,63,300,65
Miss Carol,25109592,64,18111079,1
Topper,8007587,64,7463784,2
Reebok,8102741,64,6753257,3
Croco Kids,5798244,64,5435806,4
Puma,6681356,64,5269210,5
Clarks,3400289,64,4359592,6
PUSH,3979413,64,3861867,7
Adidas,6439039,64,3312738,8
A.Giannini,4568678,64,3151704,9
Camarao,3166930,64,3109541,10
DC,2961570,64,3090930,11
Freeway ,3039061,64,2549934,12
North Sails N+,2311328,64,2506395,13
Lombardino,2882000,64,2425700,14
Branch,2889896,64,2131096,15
Converse,2039770,64,2013590,16
Ortope,1242116,64,1792367,17
New Balance,1986440,64,1545870,18
Umbro,1520248,64,1415348,19
Bottero,4012353,64,1074596,20
Wassington   ,933641,64,837242,21
Pierre Cardin/Dali/Murakami,585626,64,589964,22
Gallarate,406720,64,426540,23
Trendy,290888,64,308534,24
Worker,232247,64,226705,25
Sumilon,458036,64,215653,26
Caterpillar,1064780,64,194290,27
Crocs,27670,64,181770,28
Ador,163291,64,178171,29
Papasso,276992,64,173839,30
Merrell,412660,64,139190,31
Lady Confort,218600,64,120770,32
Pigalle ,101870,64,111090,33
Bibi,67148,64,110631,34
Havaianas,25300,64,85890,35
Cuerart                  ,447979,64,79095,36
Azaleia,72270,64,74250,37
Vanzetti,74872,64,57589,38
Gola,99390,64,48010,39
Hush Puppies,99760,64,45520,40
JanSport,29720,64,41495,41
Olympikus                 ,54000,64,39490,42
Goshik,21114,64,34864,43
Mistral,33360,64,31650,44
Frutillitas,15779,64,19373,45
Rider,5149,64,14327,46
Lotto,10410,64,13980,47
SANJERIY,4980,64,10450,48
Leon,3680,64,7560,49
Blanditos,10500,64,7500,50
Via Uno,8760,64,7170,51
Spiderman,7839,64,5990,52
Falatino,1800,64,4200,53
Mel,3200,64,3200,54
MINI Miss Carol,1200,64,2400,55
Ipanema,660,64,2308,56
Veloz,1600,64,2000,57
ZAXY,4950,64,1980,58
Venus,1820,64,960,59
Arye - Portter,600,64,600,60
Varios_Saldos,800,64,149,61
Dora,1399,64,0,62
Miss Carol,18429265,65,25109592,1
Reebok,7424180,65,8102741,2
Topper,8563927,65,8007587,3
Puma,7272478,65,6681356,4
Adidas,8901452,65,6439039,5
Croco Kids,5769323,65,5798244,6
A.Giannini,3122411,65,4568678,7
Bottero,1796706,65,4012353,8
PUSH,4165758,65,3979413,9
Clarks,3503706,65,3400289,10
Camarao,3919556,65,3166930,11
Freeway ,3984817,65,3039061,12
DC,3413710,65,2961570,13
Branch,3165445,65,2889896,14
Lombardino,2763400,65,2882000,15
North Sails N+,2807677,65,2311328,16
Converse,2587390,65,2039770,17
New Balance,2081060,65,1986440,18
Umbro,1359962,65,1520248,19
Ortope,1089371,65,1242116,20
Caterpillar,1725040,65,1064780,21
Wassington   ,1074906,65,933641,22
Pierre Cardin/Dali/Murakami,329780,65,585626,23
Sumilon,282590,65,458036,24
Cuerart                  ,249020,65,447979,25
Merrell,551640,65,412660,26
Gallarate,584150,65,406720,27
Trendy,168302,65,290888,28
Papasso,347042,65,276992,29
Worker,150058,65,232247,30
Lady Confort,134050,65,218600,31
Ador,229589,65,163291,32
Pigalle ,81110,65,101870,33
Hush Puppies,96010,65,99760,34
Gola,152270,65,99390,35
Vanzetti,45877,65,74872,36
Azaleia,27720,65,72270,37
Bibi,74058,65,67148,38
Olympikus                 ,16700,65,54000,39
Mistral,18530,65,33360,40
JanSport,20550,65,29720,41
Crocs,4470,65,27670,42
Havaianas,19600,65,25300,43
Hello Kitty,40020,65,21390,44
Goshik,20296,65,21114,45
Frutillitas,11286,65,15779,46
Fujiwara,11435,65,10700,47
Blanditos,3000,65,10500,48
Lotto,19410,65,10410,49
Via Uno,8360,65,8760,50
Spiderman,5592,65,7839,51
Rider,1449,65,5149,52
SANJERIY,9950,65,4980,53
ZAXY,2970,65,4950,54
Leon,5570,65,3680,55
Mel,800,65,3200,56
Mc Jason,400,65,1900,57
Venus,2770,65,1820,58
Veloz,3000,65,1600,59
Dora,3848,65,1399,60
MINI Miss Carol,1200,65,1200,61
Varios_Saldos,16999,65,800,62
Rain Boot,999,65,600,63
Miss Carol,11925544,66,18429265,1
Adidas,8055016,66,8901452,2
Topper,8517953,66,8563927,3
Reebok,6880508,66,7424180,4
Puma,6154256,66,7272478,5
Croco Kids,3266986,66,5769323,6
PUSH,4004729,66,4165758,7
Freeway ,3788377,66,3984817,8
Camarao,4428277,66,3919556,9
Clarks,2869129,66,3503706,10
DC,2445520,66,3413710,11
Branch,2468248,66,3165445,12
A.Giannini,2073318,66,3122411,13
North Sails N+,3738479,66,2807677,14
Lombardino,2973900,66,2763400,15
Converse,2500790,66,2587390,16
New Balance,2428840,66,2081060,17
Bottero,1179745,66,1796706,18
Caterpillar,1408100,66,1725040,19
Umbro,1442134,66,1359962,20
Ortope,713288,66,1089371,21
Wassington   ,958976,66,1074906,22
Gallarate,724360,66,584150,23
Merrell,720110,66,551640,24
Papasso,243380,66,347042,25
Pierre Cardin/Dali/Murakami,241599,66,329780,26
Sumilon,221060,66,282590,27
Cuerart                  ,182880,66,249020,28
Ador,104174,66,229589,29
Trendy,129327,66,168302,30
Gola,142820,66,152270,31
Worker,125660,66,150058,32
Lady Confort,144800,66,134050,33
Hush Puppies,55700,66,96010,34
Pigalle ,69330,66,81110,35
Bibi,41838,66,74058,36
Vanzetti,55072,66,45877,37
Hello Kitty,26660,66,40020,38
Azaleia,31680,66,27720,39
JanSport,23555,66,20550,40
Goshik,5876,66,20296,41
Havaianas,28770,66,19600,42
Lotto,14660,66,19410,43
Mistral,20110,66,18530,44
Varios_Saldos,14547,66,16999,45
Olympikus                 ,6900,66,16700,46
Fujiwara,-554,66,11435,47
Frutillitas,8888,66,11286,48
SANJERIY,2490,66,9950,49
KristoBelga,25200,66,9700,50
Via Uno,1990,66,8360,51
Spiderman,2397,66,5592,52
Leon,300,66,5570,53
Crocs,5160,66,4470,54
Dora,799,66,3848,55
Blanditos,3000,66,3000,56
Veloz,1000,66,3000,57
ZAXY,990,66,2970,58
Venus,2440,66,2770,59
Rider,4130,66,1449,60
MINI Miss Carol,300,66,1200,61
Rain Boot,350,66,999,62
Mel,900,66,800,63
Futbol,12570,66,500,64
Mc Jason,2100,66,400,65
Miss Carol,9484938,67,11925544,1
Topper,8939349,67,8517953,2
Adidas,6445645,67,8055016,3
Reebok,6618819,67,6880508,4
Puma,5276483,67,6154256,5
Camarao,4835762,67,4428277,6
PUSH,5099989,67,4004729,7
Freeway ,3193865,67,3788377,8
North Sails N+,3512666,67,3738479,9
Croco Kids,1603945,67,3266986,10
Lombardino,2029290,67,2973900,11
Clarks,2601948,67,2869129,12
Converse,3325170,67,2500790,13
Branch,743938,67,2468248,14
DC,2707030,67,2445520,15
New Balance,1758160,67,2428840,16
A.Giannini,1621227,67,2073318,17
Umbro,1282366,67,1442134,18
Caterpillar,651730,67,1408100,19
Bottero,1268948,67,1179745,20
Wassington   ,841528,67,958976,21
Gallarate,507610,67,724360,22
Merrell,507490,67,720110,23
Ortope,758977,67,713288,24
Papasso,62835,67,243380,25
Pierre Cardin/Dali/Murakami,196750,67,241599,26
Sumilon,70994,67,221060,27
Cuerart                  ,116701,67,182880,28
Lady Confort,71770,67,144800,29
Gola,144100,67,142820,30
Trendy,87408,67,129327,31
Worker,63276,67,125660,32
Ador,94236,67,104174,33
Pigalle ,84370,67,69330,34
Hush Puppies,42080,67,55700,35
Vanzetti,19996,67,55072,36
Bibi,27577,67,41838,37
Azaleia,21780,67,31680,38
Havaianas,122490,67,28770,39
Hello Kitty,15390,67,26660,40
KristoBelga,33500,67,25200,41
JanSport,26330,67,23555,42
Mistral,15420,67,20110,43
Lotto,33150,67,14660,44
Varios_Saldos,15334,67,14547,45
Futbol,396050,67,12570,46
Frutillitas,6491,67,8888,47
Olympikus                 ,7200,67,6900,48
Goshik,16748,67,5876,49
Crocs,15370,67,5160,50
Rider,7160,67,4130,51
Blanditos,1500,67,3000,52
SANJERIY,9460,67,2490,53
Mc Jason,2200,67,2100,54
Falatino,2500,67,2000,55
Via Uno,7730,67,1990,56
Veloz,1000,67,1000,57
Mel,1800,67,900,58
Dora,6493,67,799,59
Fujiwara,4410,67,-554,60
Miss Carol,12437494,68,9484938,1
Topper,8927217,68,8939349,2
Reebok,6133357,68,6618819,3
Adidas,7054843,68,6445645,4
Puma,4619553,68,5276483,5
PUSH,5581350,68,5099989,6
Camarao,3094468,68,4835762,7
North Sails N+,3429513,68,3512666,8
Converse,2415010,68,3325170,9
Freeway ,3794602,68,3193865,10
DC,1759710,68,2707030,11
Clarks,5566361,68,2601948,12
Lombardino,1889600,68,2029290,13
New Balance,2082470,68,1758160,14
A.Giannini,851325,68,1621227,15
Croco Kids,2268287,68,1603945,16
Umbro,818193,68,1282366,17
Bottero,1067230,68,1268948,18
Wassington   ,831129,68,841528,19
Ortope,2381483,68,758977,20
Branch,354150,68,743938,21
Caterpillar,480410,68,651730,22
Gallarate,565660,68,507610,23
Merrell,545190,68,507490,24
Futbol,203220,68,396050,25
Pierre Cardin/Dali/Murakami,127140,68,196750,26
Gola,106370,68,144100,27
Havaianas,188236,68,122490,28
Cuerart                  ,137942,68,116701,29
Ador,91960,68,94236,30
Trendy,71240,68,87408,31
Pigalle ,68870,68,84370,32
Lady Confort,84790,68,71770,33
Sumilon,83609,68,70994,34
Worker,33334,68,63276,35
Papasso,6388,68,62835,36
Hush Puppies,79140,68,42080,37
KristoBelga,20250,68,33500,38
Lotto,40020,68,33150,39
Bibi,24506,68,27577,40
JanSport,27370,68,26330,41
Azaleia,34856,68,21780,42
Vanzetti,9097,68,19996,43
Goshik,43164,68,16748,44
Mistral,8860,68,15420,45
Hello Kitty,4940,68,15390,46
Crocs,456510,68,15370,47
Varios_Saldos,7841,68,15334,48
Benetton,22880,68,15040,49
SANJERIY,3980,68,9460,50
Via Uno,7560,68,7730,51
Olympikus                 ,5540,68,7200,52
Rider,14968,68,7160,53
Dora,12477,68,6493,54
Frutillitas,4794,68,6491,55
Fujiwara,7876,68,4410,56
Falatino,2600,68,2500,57
Mel,3700,68,1800,58
Blanditos,500,68,1500,59
Veloz,500,68,1000,60
Grendha,499,68,490,61
Miss Carol,14038499,69,12437494,1
Topper,8401108,69,8927217,2
Adidas,8332570,69,7054843,3
Reebok,5945837,69,6133357,4
PUSH,4910136,69,5581350,5
Clarks,6402052,69,5566361,6
Puma,5454975,69,4619553,7
Freeway ,4213877,69,3794602,8
North Sails N+,2804497,69,3429513,9
Camarao,2390290,69,3094468,10
Converse,1540780,69,2415010,11
Ortope,943319,69,2381483,12
Croco Kids,4255205,69,2268287,13
New Balance,2358130,69,2082470,14
Lombardino,1878500,69,1889600,15
DC,1703800,69,1759710,16
Bottero,4061377,69,1067230,17
A.Giannini,1806185,69,851325,18
Wassington   ,888064,69,831129,19
Umbro,819156,69,818193,20
Gallarate,503320,69,565660,21
Merrell,267280,69,545190,22
Caterpillar,204890,69,480410,23
Crocs,2053540,69,456510,24
Branch,292279,69,354150,25
Futbol,117480,69,203220,26
Havaianas,1783020,69,188236,27
Cuerart                  ,335393,69,137942,28
Pierre Cardin/Dali/Murakami,145739,69,127140,29
Gola,69970,69,106370,30
Ador,40351,69,91960,31
Lady Confort,71560,69,84790,32
Sumilon,50358,69,83609,33
Hush Puppies,35150,69,79140,34
Trendy,83118,69,71240,35
Pigalle ,60610,69,68870,36
Goshik,19622,69,43164,37
Lotto,16560,69,40020,38
Azaleia,301892,69,34856,39
Worker,75720,69,33334,40
JanSport,19130,69,27370,41
Bibi,45430,69,24506,42
Benetton,16420,69,22880,43
KristoBelga,11350,69,20250,44
Rider,1118569,69,14968,45
Dora,15966,69,12477,46
Vanzetti,5798,69,9097,47
Mistral,11440,69,8860,48
Fujiwara,4458,69,7876,49
Varios_Saldos,5944,69,7841,50
Via Uno,4760,69,7560,51
Papasso,1990,69,6388,52
Olympikus                 ,4350,69,5540,53
Hello Kitty,50298,69,4940,54
Frutillitas,6092,69,4794,55
SANJERIY,14940,69,3980,56
Mel,4100,69,3700,57
Leon,1790,69,3580,58
Falatino,1200,69,2600,59
ZAXY,7200,69,2000,60
Ipanema,553947,69,940,61
Spiderman,6097,69,600,62
Grendha,166777,69,499,63
Miss Carol,14603696,70,14038499,1
Topper,7299537,70,8401108,2
Adidas,6681631,70,8332570,3
Clarks,8306031,70,6402052,4
Reebok,4711280,70,5945837,5
Puma,5122260,70,5454975,6
PUSH,3955898,70,4910136,7
Croco Kids,4879340,70,4255205,8
Freeway ,6531899,70,4213877,9
Bottero,1789061,70,4061377,10
North Sails N+,2646742,70,2804497,11
Camarao,2530403,70,2390290,12
New Balance,2353890,70,2358130,13
Crocs,3609330,70,2053540,14
Lombardino,2804090,70,1878500,15
A.Giannini,1955278,70,1806185,16
Havaianas,2893753,70,1783020,17
DC,1467330,70,1703800,18
Converse,2437770,70,1540780,19
Rider,2508937,70,1118569,20
Ortope,842109,70,943319,21
Wassington   ,980591,70,888064,22
Umbro,805801,70,819156,23
Ipanema,1090714,70,553947,24
Gallarate,576480,70,503320,25
Cuerart                  ,241401,70,335393,26
Azaleia,549029,70,301892,27
Branch,302947,70,292279,28
Merrell,352660,70,267280,29
Caterpillar,693290,70,204890,30
Grendha,327301,70,166777,31
Disney,144958,70,162080,32
Pierre Cardin/Dali/Murakami,186089,70,145739,33
Futbol,62300,70,117480,34
Trendy,123765,70,83118,35
Worker,65475,70,75720,36
Lady Confort,68500,70,71560,37
Gola,124700,70,69970,38
Hot Wheels,131933,70,69722,39
Pigalle ,31050,70,60610,40
Sumilon,26654,70,50358,41
Hello Kitty,94180,70,50298,42
Bibi,27974,70,45430,43
Ador,43590,70,40351,44
Hush Puppies,29040,70,35150,45
Goshik,15566,70,19622,46
JanSport,16410,70,19130,47
Lotto,8970,70,16560,48
Benetton,8050,70,16420,49
Dora,13368,70,15966,50
SANJERIY,4480,70,14940,51
Mistral,15070,70,11440,52
KristoBelga,450,70,11350,53
Mormaii,11532,70,10892,54
ZAXY,500,70,7200,55
Spiderman,9895,70,6097,56
Frutillitas,2996,70,6092,57
Varios_Saldos,2797,70,5944,58
Vanzetti,2499,70,5798,59
Millenium,10200,70,4800,60
Via Uno,3680,70,4760,61
Fujiwara,3663,70,4458,62
Olympikus                 ,2800,70,4350,63
Mel,5000,70,4100,64
Leon,1790,70,1790,65
Ginga,2990,70,897,66
Rain Boot,399,70,399,67
Miss Carol,31602826,71,14603696,1
Clarks,7740589,71,8306031,2
Topper,9422025,71,7299537,3
Adidas,11462198,71,6681631,4
Freeway ,13198271,71,6531899,5
Puma,8813914,71,5122260,6
Croco Kids,6369165,71,4879340,7
Reebok,6011049,71,4711280,8
PUSH,4224029,71,3955898,9
Crocs,6904595,71,3609330,10
Havaianas,6579474,71,2893753,11
Lombardino,3860320,71,2804090,12
North Sails N+,5049088,71,2646742,13
Camarao,3802561,71,2530403,14
Rider,6119594,71,2508937,15
Converse,4240540,71,2437770,16
New Balance,2966060,71,2353890,17
A.Giannini,3017313,71,1955278,18
Bottero,1986142,71,1789061,19
DC,2629430,71,1467330,20
Ipanema,2347927,71,1090714,21
Wassington   ,1588147,71,980591,22
Ortope,826767,71,842109,23
Umbro,1558728,71,805801,24
Caterpillar,1108660,71,693290,25
Gallarate,633940,71,576480,26
Azaleia,1133173,71,549029,27
Merrell,565550,71,352660,28
Grendha,797267,71,327301,29
Branch,507952,71,302947,30
Cuerart                  ,748289,71,241401,31
Pierre Cardin/Dali/Murakami,200449,71,186089,32
Disney,45968,71,144958,33
Hot Wheels,131483,71,131933,34
Gola,152450,71,124700,35
Trendy,130476,71,123765,36
Hello Kitty,63169,71,94180,37
Lady Confort,72700,71,68500,38
Worker,36683,71,65475,39
Futbol,73870,71,62300,40
Ador,31260,71,43590,41
Pigalle ,21100,71,31050,42
Hush Puppies,49300,71,29040,43
Bibi,19711,71,27974,44
Sumilon,17778,71,26654,45
JanSport,15770,71,16410,46
Goshik,24761,71,15566,47
Mistral,95000,71,15070,48
Dora,27135,71,13368,49
Mormaii,8498,71,11532,50
Millenium,13900,71,10200,51
Spiderman,8691,71,9895,52
Lotto,7590,71,8970,53
Benetton,23060,71,8050,54
Mel,1400,71,5000,55
SANJERIY,3980,71,4480,56
Via Uno,-990,71,3680,57
Fujiwara,507,71,3663,58
Frutillitas,699,71,2996,59
Ginga,2691,71,2990,60
Olympikus                 ,5550,71,2800,61
Varios_Saldos,1598,71,2797,62
Vanzetti,6993,71,2499,63
Euro Jack,2300,71,2199,64
Veloz,500,71,1500,65
Tiernitas,2600,71,1200,66
Venus,470,71,490,67
Miss Carol,10857407,72,31602826,1
Freeway ,5188424,72,13198271,2
Adidas,4834655,72,11462198,3
Topper,6242922,72,9422025,4
Puma,4351628,72,8813914,5
Clarks,4295764,72,7740589,6
Crocs,3515740,72,6904595,7
Havaianas,3117571,72,6579474,8
Croco Kids,2170940,72,6369165,9
Rider,3205242,72,6119594,10
Reebok,3987144,72,6011049,11
North Sails N+,2195936,72,5049088,12
Converse,2083740,72,4240540,13
PUSH,2513290,72,4224029,14
Lombardino,2139950,72,3860320,15
Camarao,1793134,72,3802561,16
A.Giannini,1120332,72,3017313,17
New Balance,1881540,72,2966060,18
DC,1422830,72,2629430,19
Ipanema,1156781,72,2347927,20
Bottero,990296,72,1986142,21
Wassington   ,656794,72,1588147,22
Umbro,974625,72,1558728,23
Azaleia,623321,72,1133173,24
Caterpillar,798780,72,1108660,25
Ortope,454031,72,826767,26
Grendha,435413,72,797267,27
Cuerart                  ,219870,72,748289,28
Gallarate,257160,72,633940,29
Merrell,498410,72,565550,30
Branch,219147,72,507952,31
Pierre Cardin/Dali/Murakami,97500,72,200449,32
Gola,69090,72,152450,33
Hot Wheels,3594,72,131483,34
Trendy,73661,72,130476,35
Mistral,38000,72,95000,36
Futbol,30260,72,73870,37
Lady Confort,35970,72,72700,38
Hello Kitty,7101,72,63169,39
Hush Puppies,47390,72,49300,40
Disney,4193,72,45968,41
Worker,40853,72,36683,42
Ador,32640,72,31260,43
Dora,19452,72,27135,44
Goshik,7084,72,24761,45
Benetton,34990,72,23060,46
Pigalle ,9350,72,21100,47
Bibi,16104,72,19711,48
Sumilon,7895,72,17778,49
JanSport,15570,72,15770,50
Millenium,3400,72,13900,51
Spiderman,3997,72,8691,52
Mormaii,5496,72,8498,53
Lotto,1380,72,7590,54
Vanzetti,3698,72,6993,55
Olympikus                 ,1690,72,5550,56
SANJERIY,699,72,3980,57
Ginga,1794,72,2691,58
Tiernitas,400,72,2600,59
Euro Jack,599,72,2300,60
Varios_Saldos,1499,72,1598,61
Cartago,0,72,1497,62
Mel,2300,72,1400,63
Disponible,-500,72,1000,64
Fujiwara,900,72,507,65
Veloz,1000,72,500,66
Grendene,400,72,400,67
Via Uno,600,72,-990,68
Miss Carol,9121917,73,10857407,1
Topper,8516939,73,6242922,2
Freeway ,3698184,73,5188424,3
Adidas,5060187,73,4834655,4
Puma,5098544,73,4351628,5
Clarks,3488670,73,4295764,6
Reebok,5705920,73,3987144,7
Crocs,1937510,73,3515740,8
Rider,1424668,73,3205242,9
Havaianas,1234067,73,3117571,10
PUSH,5661733,73,2513290,11
North Sails N+,2736485,73,2195936,12
Croco Kids,1539474,73,2170940,13
Lombardino,2100290,73,2139950,14
Converse,2523140,73,2083740,15
New Balance,1439060,73,1881540,16
Camarao,2555750,73,1793134,17
DC,1562220,73,1422830,18
Ipanema,537018,73,1156781,19
A.Giannini,766911,73,1120332,20
Bottero,740410,73,990296,21
Umbro,980031,73,974625,22
Caterpillar,611640,73,798780,23
Wassington   ,781782,73,656794,24
Azaleia,291859,73,623321,25
Merrell,292830,73,498410,26
Ortope,1702165,73,454031,27
Grendha,232865,73,435413,28
Gallarate,331530,73,257160,29
Cuerart                  ,133241,73,219870,30
Branch,255428,73,219147,31
Pierre Cardin/Dali/Murakami,66540,73,97500,32
Trendy,44093,73,73661,33
Gola,28740,73,69090,34
Hush Puppies,20400,73,47390,35
Worker,55755,73,40853,36
Mistral,20000,73,38000,37
Lady Confort,25490,73,35970,38
Benetton,59750,73,34990,39
Ador,17720,73,32640,40
Futbol,27590,73,30260,41
Dora,16860,73,19452,42
Bibi,22741,73,16104,43
JanSport,55450,73,15570,44
Pigalle ,10190,73,9350,45
Sumilon,16971,73,7895,46
Hello Kitty,5278,73,7101,47
Goshik,101292,73,7084,48
Mormaii,1400,73,5496,49
Disney,3594,73,4193,50
Spiderman,3195,73,3997,51
Vanzetti,11994,73,3698,52
Hot Wheels,2495,73,3594,53
Millenium,2400,73,3400,54
Mel,2700,73,2300,55
Ginga,299,73,1794,56
Olympikus                 ,8000,73,1690,57
Varios_Saldos,1198,73,1499,58
Lotto,8190,73,1380,59
Veloz,500,73,1000,60
Fujiwara,3821,73,900,61
SANJERIY,3980,73,699,62
Euro Jack,200,73,599,63
Falatino,400,73,400,64
Tiernitas,600,73,400,65
Bioconfort,600,73,300,66
Atma,1,73,8,67
Disponible,0,73,-500,68
Miss Carol,18007009,74,9121917,1
Topper,8999574,74,8516939,2
Reebok,8576551,74,5705920,3
PUSH,6661301,74,5661733,4
Puma,5585609,74,5098544,5
Adidas,5541076,74,5060187,6
Freeway ,4207970,74,3698184,7
Clarks,4826119,74,3488670,8
North Sails N+,3252980,74,2736485,9
Camarao,3587746,74,2555750,10
Converse,2783520,74,2523140,11
Lombardino,2590810,74,2100290,12
Crocs,3156169,74,1937510,13
Ortope,1434574,74,1702165,14
DC,2367870,74,1562220,15
Croco Kids,3364818,74,1539474,16
New Balance,1665050,74,1439060,17
Rider,619827,74,1424668,18
Havaianas,464102,74,1234067,19
Umbro,1675220,74,980031,20
Wassington   ,1045291,74,781782,21
A.Giannini,783441,74,766911,22
Bottero,784127,74,740410,23
Caterpillar,573000,74,611640,24
Ipanema,188552,74,537018,25
Gallarate,270490,74,331530,26
Merrell,367760,74,292830,27
Azaleia,45541,74,291859,28
Branch,567995,74,255428,29
Grendha,40623,74,232865,30
Cuerart                  ,88454,74,133241,31
Goshik,67875,74,101292,32
Pierre Cardin/Dali/Murakami,79330,74,66540,33
Benetton,37870,74,59750,34
Worker,70884,74,55755,35
JanSport,39570,74,55450,36
Trendy,104782,74,44093,37
Gola,26160,74,28740,38
Futbol,19580,74,27590,39
Lady Confort,86120,74,25490,40
Bibi,28158,74,22741,41
Hush Puppies,34420,74,20400,42
Mistral,15200,74,20000,43
Ador,16530,74,17720,44
Sumilon,90231,74,16971,45
Dora,12768,74,16860,46
Vanzetti,35694,74,11994,47
Pigalle ,47710,74,10190,48
Frutillitas,8988,74,9687,49
Lotto,1290,74,8190,50
Olympikus                 ,5900,74,8000,51
Leon,14920,74,7360,52
Hello Kitty,23065,74,5278,53
SANJERIY,2490,74,3980,54
Fujiwara,1616,74,3821,55
Disney,599,74,3594,56
Spiderman,7188,74,3195,57
Mel,900,74,2700,58
Millenium,600,74,2400,59
Mormaii,3000,74,1400,60
Varios_Saldos,1399,74,1198,61
Tiernitas,200,74,600,62
Veloz,2500,74,500,63
Chiquillos,499,74,499,64
Falatino,1800,74,400,65
Ginga,1794,74,299,66
Atma,4,74,1,67
Miss Carol,16464351,75,18007009,1
Topper,7060975,75,8999574,2
Reebok,6782440,75,8576551,3
PUSH,4652982,75,6661301,4
Puma,4681416,75,5585609,5
Adidas,5866200,75,5541076,6
Clarks,5869934,75,4826119,7
Freeway ,3883090,75,4207970,8
Camarao,3063354,75,3587746,9
Croco Kids,4837735,75,3364818,10
North Sails N+,2685496,75,3252980,11
Crocs,1529600,75,3156169,12
Converse,1484830,75,2783520,13
Lombardino,2407670,75,2590810,14
DC,1423200,75,2367870,15
Umbro,1286048,75,1675220,16
New Balance,1505200,75,1665050,17
Ortope,830482,75,1434574,18
Wassington   ,1067100,75,1045291,19
Bottero,2171756,75,784127,20
A.Giannini,1693892,75,783441,21
Rider,50905,75,619827,22
Caterpillar,510820,75,573000,23
Branch,1690228,75,567995,24
Havaianas,80252,75,464102,25
Merrell,273060,75,367760,26
Gallarate,163200,75,270490,27
Ipanema,10394,75,188552,28
Trendy,62000,75,104782,29
Sumilon,65167,75,90231,30
Cuerart                  ,322711,75,88454,31
Lady Confort,79770,75,86120,32
Pierre Cardin/Dali/Murakami,51550,75,79330,33
Worker,71021,75,70884,34
Goshik,18291,75,67875,35
Pigalle ,44740,75,47710,36
Azaleia,13483,75,45541,37
Grendha,308,75,40623,38
JanSport,4670,75,39570,39
Benetton,13220,75,37870,40
Vanzetti,30594,75,35694,41
Hush Puppies,46490,75,34420,42
Bibi,13526,75,28158,43
Gola,33790,75,26160,44
Hello Kitty,12079,75,23065,45
Futbol,14240,75,19580,46
Ador,11989,75,16530,47
Mistral,9000,75,15200,48
Leon,11340,75,14920,49
Dora,3990,75,12768,50
Frutillitas,11484,75,8988,51
Spiderman,2995,75,7188,52
Papasso,28487,75,5970,53
Olympikus                 ,5390,75,5900,54
ZAXY,1500,75,3000,55
Veloz,1000,75,2500,56
SANJERIY,1490,75,2490,57
Via Uno,5800,75,2200,58
Fujiwara,2566,75,1616,59
Varios_Saldos,400,75,1399,60
Lotto,2070,75,1290,61
Blanditos,1000,75,1200,62
Rain Boot,1000,75,1000,63
Mel,300,75,900,64
Venus,590,75,590,65
Chiquillos,998,75,499,66
Arye - Portter,200,75,350,67
Atma,7,75,4,68
Miss Carol,24172220,76,16464351,1
Topper,8391042,76,7060975,2
Reebok,9433780,76,6782440,3
Clarks,5325277,76,5869934,4
Adidas,9774748,76,5866200,5
Croco Kids,5743787,76,4837735,6
Puma,6401832,76,4681416,7
PUSH,5043660,76,4652982,8
Freeway ,5201128,76,3883090,9
Camarao,2992164,76,3063354,10
North Sails N+,3046617,76,2685496,11
Lombardino,3188740,76,2407670,12
Bottero,2611919,76,2171756,13
A.Giannini,2851444,76,1693892,14
Branch,2122308,76,1690228,15
Crocs,1042770,76,1529600,16
New Balance,1649090,76,1505200,17
Converse,2036540,76,1484830,18
DC,1802180,76,1423200,19
Umbro,1116891,76,1286048,20
